case_number,year,century,sex,age,country,area,location,activity,type_attack,species
1966.09.27,1966,XX,Male,Adult,Australia,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",Unprovoked,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun "
1966.09.19,1966,XX,Male,Young,Usa,Hawaii,50 miles NE of Honolulu,Fishing,Provoked,Unknown
1966.09.18,1966,XX,Male,Unknown,Australia,Western Australia,"Little Beach Reef, Bremer Bay",Spearfishing,Invalid,Unknown
1966.09.13,1966,XX,Male,Unknown,Australia,Western Australia,Albany,Spearfishing,Provoked,Unknown
1966.09.10,1966,XX,Male,Adult,Australia,Western Australia,Roe Reef off Rottnest Island,Spearfishing,Unprovoked,"Mako shark, 1.9 m [6.5'] "
1966.09.08.b,1966,XX,Male,Teen,Usa,Florida,"Florida Keys, Monroe County",Hunting crayfish ,Provoked,"Nurse shark, 2.5' "
1966.09.00,1966,XX,Male,Unknown,Bahamas,Bimini Islands,Tongue of the Ocean,Diving / UW photography,Invalid,Unknown
1966.08.28,1966,XX,Male,Unknown,Australia,Northern Territory,Darwin Harbour,Unknown,Boating,Unknown
1966.08.27.b,1966,XX,Male,Unknown,South Africa,KwaZulu-Natal,Durban,Netting sharks,Invalid,Unknown
1966.08.27.a,1966,XX,Female,Teen,Bahamas,Bimini Islands,Unknown,Snorkeling,Unprovoked,Unknown
1966.08.21.b,1966,XX,Female,Teen,New Britain,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,Unprovoked,A pack of 6 sharks
1966.08.21.a,1966,XX,Female,Children,New Britain,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving into water,Unprovoked,A pack of 6 sharks
1966.08.16,1966,XX,Male,Adult,Croatia,Primorje-Gorski Kotar County ,Bakar,Swimming,Unprovoked,White shark
1966.08.14,1966,XX,Male,Unknown,Taiwan,Unknown,Ye Leow,Lobster diving using Scuba,Unprovoked,1.5 m to 2.1 m  [5' to 7'] shark
1966.08.13,1966,XX,Male,Young,Italy,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,Unprovoked,"""small shark"""
1966.08.00.b,1966,XX,Male,Young,Usa,Delaware,Fenwick Island,Spearfishing on Scuba,Invalid,Unknown
1966.08.00.a,1966,XX,Male,Children,Usa,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,Unprovoked,Spinner or blacktip sharks
1966.07.31,1966,XX,Male,Teen,Usa,Texas,"South Jetty, Galveston",Diving for sand dollars,Unprovoked,Lemon shark or sandtiger shark
1966.07.19,1966,XX,Male,Adult,Usa,South Carolina,"Folly Beach, Charleston County",Killing a shark,Provoked,4' shark
1966.07.17.b,1966,XX,Male,Teen,Usa,Texas,"Point Comfort, Calhoun County",Fishing,Unprovoked,Unknown
1966.07.17.a,1966,XX,Male,Young,Taiwan,Northern Taiwan,Tamsui Beach,Swimming,Unprovoked,Unknown
1966.07.14,1966,XX,Female,Young,Papua New Guinea,"Admiralty Islands, Manus Province",Manus Island,Swimming,Unprovoked,Unknown
1966.07.03,1966,XX,Male,Adult,Usa,Florida,"Key Biscayne, Miami, Dade County",Free diving,Invalid,Unknown
1966.07.02,1966,XX,Unknown,Unknown,Caribbean Sea,Unknown,Between USA & Cuba,Unknown,Boating,Unknown
1966.06.22,1966,XX,Male,Teen,Usa,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,Provoked,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day"
1966.06.11,1966,XX,Male,Teen,Usa,Florida,"Ft. Lauderdale, Broward County",Fishing,Provoked,1.2 m [4'] hammerhead shark
1966.06.04,1966,XX,Male,Teen,Usa,Texas,Bolivar Peninsula,Swimming,Unprovoked,a small shark
1966.06.02,1966,XX,Male,Unknown,French Polynesia,Society Islands,Tahiti,Fishing,Provoked,Unknown
1966.05.20.c,1966,XX,Male,Adult,Australia,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,Sea Disaster,Unknown
1966.05.20.b,1966,XX,Male,Unknown,Australia,New South Wales, Bellingen,Fishing,Unprovoked,1.8 m [6'] shark
1966.05.20.a,1966,XX,Male,Adult,Australia,Unknown,7 miles offshore on east coast of Australia,Shipwreck,Sea Disaster,Believed white shark and other smaller species of sharks involved.
1966.05.16.b,1966,XX,Male,Young,Usa,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,Invalid,Unknown
1966.05.16.a,1966,XX,Male,Unknown,Philippines,Unknown,Off Cebu,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,Sea Disaster,Unknown
1966.04.08,1966,XX,Male,Young,Usa,Puerto Rico,Unknown,Swimming,Unprovoked,Unknown
1966.04.00,1966,XX,Male,Unknown,Australia,New South Wales,"Botany Bay, Sydney",Overturned skiff,Sea Disaster,Unknown
1966.03.20,1966,XX,Unknown,Unknown,Australia,New South Wales,Maroubra,Fishing (big game),Provoked,"Alleged to involve a White shark, 7.6 m [25'] "
1966.03.12,1966,XX,Male,Unknown,Sudan,Red Sea,Unknown,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",Sea Disaster,Unknown
1966.02.27,1966,XX,Male,Teen,Australia,New South Wales,Coledale Beach,Treading water,Unprovoked,"White shark, 2.5 m [8.25'], an immature female, previously injured"
1966.01.29,1966,XX,Male,Adult,South Africa,Western Cape Province,Strandfontein Beach,Helping men land a shark,Provoked,Copper shark
1966.01.25,1966,XX,Unknown,Unknown,Indonesia,North Sumatra,Near Belawan,wreck of the State Oil Company ship Permina,Sea Disaster,Unknown
1966.01.22,1966,XX,Male,Young,Usa,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),Unprovoked,"White shark, 3 m [10'] "
1966.01.15,1966,XX,Male,Young,Australia,New South Wales,Bellambi,Spearfishing,Unprovoked,"Wobbegong shark, 5' "
1966.01.14,1966,XX,Unknown,Unknown,Columbia,Unknown,Off Cartagena,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,Sea Disaster,Shark involvement not confirmed
1966.01.11,1966,XX,Male,Teen,South Africa,Eastern Cape Province,Riet River,Standing,Unprovoked,1.5 m to 1.8 m [5' to 6'] Zambesi shark
1966.01.10,1966,XX,Male,Adult,Australia,Western Australia,Woodman Point,Jumped into the water,Unprovoked,76 cm [2.5'] carpet shark
1966.01.09,1966,XX,Male,Teen,South Africa,KwaZulu-Natal,Umkomaas,Body surfing,Unprovoked,"1.8 m to 2 m [6' to 6'9""] shark"
1966.01.08,1966,XX,Female,Teen,New Zealand,North Island,"Oakura Beach, Taranaki",Body surfing ,Unprovoked,Unknown
1966.01.05,1966,XX,Male,Adult,Usa,Florida,"Hollywood, Broward County",Swimming,Unprovoked,Hammerhead shark
1966.00.00,1966,XX,Female,Teen,Usa,California,"Huntington Beach, Orange County",Walking,Invalid,Shark involvement not confirmed
1965.12.28,1965,XX,Male,Adult,Australia,Western Australia,"Bathurst Reef, Rottnest Island","Spearfishing, but standing in knee-deep water",Unprovoked,1.8 m [6'] carpet shark
1965.12.19,1965,XX,Male,Unknown,Johnston Island,Unknown,Unknown,Freediving,Unprovoked,Grey reef shark
1965.12.10,1965,XX,Unknown,Unknown,Australia,South Australia,Cape Jervis,Fishing,Boating,15' shark
1965.11.21.b,1965,XX,Male,Adult,Australia,Queensland,Near Brisbane,Fishing from 34' boat when pulled overboard by hooked shark,Provoked,4.6 m [15'] shark
1965.11.21.a,1965,XX,Male,Adult,Pacific Ocean,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",Unprovoked,Unknown
1965.11.03.b,1965,XX,Unknown,Unknown,Panama,Caribbean Sea,Golfo de los Mosquitos,Argentine Air Force C-54,Invalid,Shark involvement not confirmed
1965.11.03.a,1965,XX,Male,Young,Australia,Queensland,Oak Beach,Surfing,Unprovoked,"Grey nurse shark, 2.4 m [8'] "
1965.10.21,1965,XX,Male,Adult,Nan,Unknown,Florida Strait,The boat Caribou II sank,Unprovoked,Unknown
1965.10.16.b,1965,XX,Male,Adult,Bahamas,New Providence Island,Nassau,Sunbathing on beach when he saw child being attacked by the shark,Unprovoked,"1.8 m [6'], 180-lb shark"
1965.10.16.a,1965,XX,Female,Unknown,Bahamas,New Providence Island,Nassau,Playing in the water,Unprovoked,"1.8 m [6'], 180-lb shark"
1965.10.10,1965,XX,Male,Teen,New Britain,West coast,"Outside the reef off Moputu Village, near Talasea","Spearfishing, shot a turtle",Unprovoked,2 sharks involved
1965.10.00,1965,XX,Male,Young,Papua New Guinea,New Britain,Unknown,Wading,Unprovoked,Unknown
1965.09.21,1965,XX,Male,Unknown,Papua New Guinea,Madang Province,Sek Harbor,Spearing fish,Provoked,"""small shark"""
1965.09.12,1965,XX,Male,Unknown,Papua New Guinea,East Sepik,Moem Village near Wewak,Fishing (rod & line),Provoked,0.9 m [3'] shark
1965.09.08,1965,XX,Male,Young,Mexico,Veracruz,Playa Villa del Mar,Unknown,Unprovoked,300-kg [662-lb] shark
1965.08.30,1965,XX,Male,Unknown,Philippines,Unknown,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea","Arsinoe, a French tanker",Invalid,Shark involvement not confirmed
1965.08.26,1965,XX,Male,Teen,Usa,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,Unprovoked,Unknown
1965.07.30,1965,XX,Male,Unknown,Bahamas,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,Provoked,"Lemon shark, 0.5 m"
1965.07.26,1965,XX,Male,Young,Mexico,Veracruz,Mocambo,Bathing,Unprovoked,Unknown
1965.07.02.R,1965,XX,Unknown,Unknown,Bermuda,Hamilton,Unknown,Unknown,Boating,Unknown
1965.06.19,1965,XX,Male,Children,Usa,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,Invalid,Unknown
1965.06.18,1965,XX,Male,Unknown,Usa,Florida,150 miles southeast of Cape Kennedy,"Diving, retrieving film package from Titan 3C rocket",Invalid,Unknown
1965.06.09,1965,XX,Male,Adult,Mexico,Veracruz,Mocambo,Swimming,Unprovoked,Unknown
1965.06.00.b,1965,XX,Male,Unknown,Papua New Guinea,Near Bougainville (North Solomons),Huhunoti Island,Spearfishing,Unprovoked,Unknown
1965.06.00,1965,XX,Male,Unknown,South Pacific Ocean,Unknown,Unknown,Treading water,Unprovoked, 
1965.05.29,1965,XX,Male,Unknown,Mexico,Veracruz,Playa Mocambo,Swimming,Unprovoked,Unknown
1965.05.28,1965,XX,Male,Unknown,Mexico,Veracruz,Playa Mocambo,Swimming,Unprovoked,Unknown
1965.05.00.c,1965,XX,Male,Unknown,Egypt,Unknown,Unknown,Standing,Unprovoked,Unknown
1965.05.00.b,1965,XX,Male,Unknown,Jamaica,Unknown,Unknown,Diving,Unprovoked,Unknown
1965.05.00.a,1965,XX,Male,Adult,Mexico,Veracruz,Mocambo,Swimming,Unprovoked,Unknown
1965.04.29,1965,XX,Male,Adult,Usa,Florida,"Hobe Sound, Martin County",Unknown,Unprovoked,Bull shark
1965.04.25,1965,XX,Male,Teen,Usa,California,"Pacifica, San Mateo County",Surfing,Invalid,Unknown
1965.04.10,1965,XX,Male,Young,Usa,Florida,American Shoals off Key West,Spearfishing,Unprovoked,"White shark, 10' to 12' "
1965.04.04.b,1965,XX,Male,Children,Palau,Western Caroline Islands,Koror,Walking on reef,Unprovoked,"Tiger shark, tooth fragment recovered"
1965.04.04.a,1965,XX,Male,Teen,Usa,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,Unprovoked,Blacktip or spinner shark
1965.03.23,1965,XX,Male,Unknown,Usa,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,Invalid,Unknown
1965.03.14,1965,XX,Male,Teen,Usa,Florida,"Pompano Beach, Palm Beach County",Free diving,Unprovoked,Mako shark
1965.02.14,1965,XX,Male,Young,South Africa,KwaZulu-Natal,Amatikulu,Treading water,Unprovoked,"1.8 m [6'], 136-kg [300-lb] shark "
1965.02.04,1965,XX,Male,Teen,Usa,Massachusetts,"Granite Pier, Rockport",Scuba diving,Unprovoked,1.2 m [4'] shark
1965.01.25,1965,XX,Male,Young,Usa,California,"Newport Beach, Orange County",Motor boat Rebel Belle lost,Invalid,Unknown
1965.01.23,1965,XX,Male,Young,South Africa,KwaZulu-Natal,"Country Club Beach, Durban",Paddling rescue ski,Unprovoked,"White shark, 3.7 m [12'] "
1965.01.16,1965,XX,Male,Young,South Africa,KwaZulu-Natal,"Country Club Beach, Durban",Body surfing,Unprovoked,Unknown
1965.01.10,1965,XX,Male,Unknown,Australia,Victoria,"East of Station Pier, Port Melbourne",Swimming,Unprovoked,1.5 m [5'] shark
1965.01.09,1965,XX,Male,Young,New Guinea,Central Province,Off Gaire Village,Free diving,Unprovoked,4.9 m [16'] whaler
1965.00.00.g,1965,XX,Male,Teen,Usa,Texas,"Port Lavaca, Calhoun County",Dangling feet in the water,Unprovoked,Unknown
1965.00.00.f,1965,XX,Male,Teen,Usa,California,"Dana Point, San Clemente, Orange County",Surfing,Provoked,Unknown
1965.00.00.e,1965,XX,Male,Unknown,Usa,Florida,"Between Palm  & Salerno Inlets, Martin County",Collecting marine specimens,Provoked,"Nurse shark, 0.94 m to 1.2 m [3' to 4'] "
1965.00.00.d,1965,XX,Male,Unknown,Red Sea,East of the Gulf of Aqaba,Unknown,Standing in waist-deep water,Unprovoked,Small shark with white-tipped dorsal fin
1965.00.00.c,1965,XX,Male,Old,Egypt,Unknown,South of Hurghada,"Spearfishing, but standing in the water",Unprovoked,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark"
1965.00.00.b,1965,XX,Male,Unknown,Vanuatu,Malampa Province,Island of Paam'a,Unknown,Unprovoked,Unknown
1965.00.00.a,1965,XX,Unknown,Unknown,South Africa,Eastern Cape Province,Pollock Beach,Bather,Invalid,Unknown
1964.12.25,1964,XX,Male,Teen,South Africa,Eastern Cape Province,Port Alfred,Swimming,Unprovoked,Raggedtooth shark 
1964.12.10.b,1964,XX,Male,Unknown,Papua New Guinea,Bougainville (North Solomons),Buka Island,Unknown,Unprovoked,Unknown
1964.12.10.a,1964,XX,Unknown,Unknown,Australia,New South Wales,Port Jervis,Fishing,Boating,4.6 m [15'] shark
1964.12.09,1964,XX,Male,Young,Papua New Guinea,Bougainville (North Solomons),"Off Sing Village, Buka Island","Canoe swamped, swimming back to canoe",Unprovoked,2.1 m [7'] shark
1964.12.06,1964,XX,Male,Children,Kenya,Coast Province,"Kilindini Harbor, Mombasa",Fishing with hand line tied to wrist & was pulled into the water,Unprovoked,Unknown
1964.11.29,1964,XX,Male,Young,Australia,Victoria ,Lady Julia Percy Island,Free diving with seals,Unprovoked,"White shark, 2.4 m [8'] "
1964.11.18,1964,XX,Male,Young,Australia,Queensland,"Fingal Beach, near Tweed Heads",Swimming out to rescue swimmers in difficulty,Unprovoked,Unknown
1964.11.13,1964,XX,Male,Young,Australia,New South Wales,"North Solitary Island, 8 miles from Wolli","Filming underwater, carrying powerhead",Provoked,"White shark, 2.7 m [9'1""], 750-lb "
1964.11.05,1964,XX,Unknown,Unknown,Usa,Puerto Rico,Unknown,Longline fishing,Boating,Mako shark
1964.10.31,1964,XX,Male,Unknown,South Africa,KwaZulu-Natal,Umkomaas,Surf fishing,Provoked,Unknown
1964.10.25,1964,XX,Unknown,Unknown,Usa,Florida,"Near US Air Force Base at Elgin, Okaloosa County",Boat Miss Becky  sank 12 miles from shore,Invalid,Unknown
1964.10.04,1964,XX,Male,Teen,Australia,Western Australia,"Avalon Beach, near Mandurah, 50 miles south of Perth","Surfing, but swimming to his board",Unprovoked,"Grey nurse shark, 1.8 m [6']"
1964.09.27,1964,XX,Male,Young,Nan,Unknown,Unknown,Spearfishing,Invalid,Unknown
1964.09.20,1964,XX,Male,Adult,Taiwan,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,Unprovoked,Unknown
1964.09.07,1964,XX,Male,Young,Taiwan,Northern Taiwan,Tamsui Beach,Swimming,Unprovoked,1.8 m [6'] shark
1964.08.26,1964,XX,Male,Teen,Usa,Florida,"Hollywood Beach, Broward County",Swimming,Unprovoked,Unknown
1964.08.23,1964,XX,Male,Teen,Mexico,Guerrero,Acapulco,Floating on his back in an inner tube,Unprovoked,1.8 to 2.4 m [6' to 8'] shark
1964.08.22,1964,XX,Male,Teen,Usa,Florida,5 miles south of Palm Beach,Spearfishing / free diving,Invalid,Unknown
1964.08.21,1964,XX,Male,Unknown,Usa,Florida,"Panama City, Bay County",Swimming,Unprovoked,3' shark
1964.08.08,1964,XX,Male,Young,Usa,Florida,"2 miles off Jupiter, Palm Beach County",Spearfishing using scuba,Unprovoked,Hammerhead shark
1964.08.03,1964,XX,Male,Teen,Japan,Okayama Prefecture,Saidaiji,Swimming,Unprovoked,Unknown
1964.08.00,1964,XX,Male,Young,Panama,San Blas,Off Achutuppu Island near Ailigandi,Free diving / Spearfishingat edge of reef,Unprovoked,Less than 1.2 m [4']
1964.07.27,1964,XX,Male,Young,Usa,Puerto Rico,Unknown,Unknown,Provoked,Nurse shark
1964.07.16,1964,XX,Male,Young,South Africa,KwaZulu-Natal,Island Rock,Searching for remains of  Dr. Marais,Unprovoked,Zambesi shark
1964.07.15,1964,XX,Unknown,Unknown,Usa,Connecticut,"3 days out of Old Saybrook, Connecticut, 37.04'N, 67.57'W, Southern fringe of Gulf Stream","Yacht Gooney Bird foundered, 4 survivors on raft",Invalid,Unknown
1964.07.08.b,1964,XX,Male,Adult,South Africa,KwaZulu-Natal,Island Rock,Spearfishing ,Invalid,Unknown
1964.07.08.a,1964,XX,Male,Unknown,Usa,Florida,"Palm Beach, Palm Beach County",Tagging sharks,Provoked,white shark
1964.07.00.b,1964,XX,Male,Unknown,Papua New Guinea,New Ireland Province,A reef off New Hanover (Northern end),Standing / fishing,Unprovoked,Unknown
1964.07.00.a,1964,XX,Unknown,Unknown,Papua New Guinea,New Ireland Province,Southern end,canoeing,Boating,Unknown
1964.06.29.a,1964,XX,Unknown,Unknown,Bermuda,Hamilton,2 miles south of Castle Island Harbour entrance to Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),Sea Disaster,Unknown
1964.06.28,1964,XX,Female,Young,Usa,New York,Long Island,Attempting to swim across the Atlantic Ocean,Invalid,Unknown
1964.06.24,1964,XX,Unknown,Unknown,Usa,California,"Long Beach, Los Angeles County",Fishing,Boating,2.1 m [7'] shark
1964.06.17,1964,XX,Male,Unknown,Papua New Guinea,New Britain,Near Rabaul,Fishing,Boating,2.4 m [8'] shark
1964.06.23,1964,XX,Male,Young,Fiji,Lau Group,"Tovu, Totoya Island",Spearfishing,Unprovoked,Unknown
1964.06.02,1964,XX,Male,Adult,South Africa,KwaZulu-Natal,Port Edward,Swimming,Invalid,Unknown
1964.05.30,1964,XX,Male,Adult,Panama,Caribbean Coast,Unknown,Standing,Unprovoked,Lemon shark 
1964.05.08,1964,XX,Male,Adult,Fiji,Vita Levu,Naviti,Spearfishing,Unprovoked,Tiger shark
1964.05.00,1964,XX,Male,Teen,Panama,San Blas Islands,"Achutupu, a small island ner Ailigandi",Skin diving,Unprovoked,1.8 m [6'] shark
1964.04.07,1964,XX,Male,Unknown,Papua New Guinea,Madang Province,Inshore side of reef near Madang,Fishing,Unprovoked,Unknown
1964.03.28.b,1964,XX,Male,Teen,Australia,South Australia,Surfers Paradise Beach near Victor Harbour,Surfing,Unprovoked,1.8 m [6'] shark
1964.03.28.a,1964,XX,Male,Adult,Papua New Guinea,Central Province,30 miles from Port Moresby,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",Sea Disaster,Unknown
1964.03.05,1964,XX,Male,Adult,Usa,Florida,"Fort Lauderdale, Broward County",Skin diving ,Unprovoked,1.7 m [5.5'] shark
1964.03.00,1964,XX,Male,Unknown,Senegal,Cap Vert Peninsula,"Bel Air, Dakar",Free diving for shell,Unprovoked,3 m shark
1964.02.17.R,1964,XX,Unknown,Unknown,Fiji,Unknown,Savuli Reef,Fishing,Provoked,"Tiger shark, 3.5 m, 250-lb female"
1964.02.14.b,1964,XX,Male,Teen,New Caledonia,Unknown,Unknown,Diving for trochus shell,Unprovoked,Unknown
1964.02.14.a,1964,XX,Male,Teen,Fiji,Vanua Levu,"Nailou Village, Tunuloa Natewa Bay",Spearfishing,Unprovoked,Unknown
1964.02.11,1964,XX,Male,Unknown,New Zealand,North Island,"Palliser Bay, Whatarangi (east of Wellington)",preparing to go skin diving,Unprovoked,Unknown
1964.02.10,1964,XX,Male,Young,New Zealand,North Island,"West of Pukerua Bay, Wellington",Spearfishing,Unprovoked,"White shark, 3 m [10'] "
1964.02.08,1964,XX,Male,Young,South Africa,Western Cape Province,Muizenberg,Body boarding,Unprovoked,"White shark, 1.5 m [5'] k"
1964.02.05.b,1964,XX,Male,Unknown,New Zealand,North Island,"Hokio Beach, near Levin",Lying in 2 feet of water,Unprovoked,"""sand shark"""
1964.02.05.a,1964,XX,Male,Teen,New Zealand,South Island,"St. Clair Beach, Dunedin",Swimming,Unprovoked,"White shark, 3 m to 3.7 m [10' to 12'] "
1964.02.02,1964,XX,Male,Young,Australia,Queensland,Brisbane,Swimming,Invalid,Unknown
1964.02.01,1964,XX,Unknown,Unknown,New Zealand,South Island,"Ngatuka Bay, near Picton",Rowing,Boating,1.8 m [6'] shark
1964.02.00.b,1964,XX,Male,Teen,Usa,Florida,Palm Beach County,Floating,Unprovoked,Hammerhead shark
1964.02.00.a,1964,XX,Male,Unknown,Costa Rica,Puntarenas Province,Puntarenas,Swimming,Unprovoked,Unknown
1964.01.27,1964,XX,Unknown,Unknown,Fiji,Unknown,70 miles from Suva,Spearfishing,Unprovoked,Unknown
1964.01.23,1964,XX,Male,Adult,South Africa,Eastern Cape Province,Nahoon,Body surfing,Unprovoked,Unknown
1964.01.22,1964,XX,Male,Teen,South Africa,Eastern Cape Province,Nahoon,Standing,Unprovoked,Unknown
1964.01.21,1964,XX,Unknown,Unknown,South Africa,Western Cape Province,20 m from shore at Strand,Shark watching,Boating,"White shark, 3.6 m [11'9""] "
1964.01.18,1964,XX,Male,Unknown,Australia,Western Australia,Hamelin Bay,Freediving,Unprovoked,Wobbegong
1964.01.11,1964,XX,Male,Young,Usa,California,Southeast Farallon Island,Spearfishing / Scuba diving (at surface),Unprovoked,White shark (tooth fragment recovered)
1964.01.06.R,1964,XX,Male,Unknown,Papua New Guinea,New Britain,Unknown,Fishing,Unprovoked,Tiger shark
1964.01.04,1964,XX,Female,Young,Fiji,"Lomaloma, Lau",Tuvuca Isalnd,Swimming,Unprovoked,Unknown
1964.01.01.b,1964,XX,Unknown,Unknown,Australia,Western Australia,Metro coast,Unknown,Unprovoked,Unknown
1964.01.01.a,1964,XX,Male,Unknown,South Africa,Western Cape Province,Mossel Bay,Diving for sinkers,Unprovoked,2.1 m to 2.4 m  [7' to 8'] shark
