,Country,Year,Case Number,Date,Sex,Age,Fatal (Yes/No),href formula
2893,USA,1978,1978.07.27,27-Jul-78,M,39,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.07.27-Boger.pdf
2894,USA,1978,1978.07.19,19-Jul-78,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.07.19-Griffet.pdf
2895,USA,1978,1978.06.21.b,21-Jun-78,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.06.21.b-Hunt.pdf
2896,USA,1978,1978.06.21.a,21-Jun-78,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.06.21.a-Shelton.pdf
2897,ITALY,1978,1978.06.07,07-Jun-78,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.06.07-Platform.pdf
2898,MARSHALL ISLANDS,1978,1978.04.02.b,02-Apr-78,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.04.02.b-Light.pdf
2899,MARSHALL ISLANDS,1978,1978.04.02.a,02-Apr-78,M,23,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.04.02.a-DeGruy.pdf
2900,AUSTRALIA,1978,1978.04.00,Apr-1978`,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.04.00-Wrankmore.pdf
2901,SOUTH AFRICA,1978,1978.03.05,05-Mar-78,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.03.05-GuluDeep.pdf
2902,SOUTH AFRICA,1978,1978.02.28,28-Feb-78,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.02.28-PendleburyBoat.pdf
2903,SOUTH AFRICA,1978,1978.02.19,19-Feb-78,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.02.19-NickyAlberts.pdf
2904,SOUTH AFRICA,1978,1978.01.17,07-Jan-78,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.01.17-Evans.pdf
2905,SOUTH AFRICA,1978,1978.01.06,06-Jan-78,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.01.06.R-CapeVidal.pdf
2906,USA,1978,1978.00.00.b,1978,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.00.00.b-Cranston.pdf
2907,VANUATU,1978,1978.00.00.a,1978,F,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.00.00.a-Bong.pdf
2908,USA,1977,1977.12.31,31-Dec-77,M,49,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.12.31-Corbett.pdf
2909,USA,1977,1977.12.19.b,19-Dec-77,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.12.19.b-Brockway.pdf
2910,SOUTH AFRICA,1977,1977.12.19.a,19-Dec-77,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.12.19.a-Pearce.pdf
2911,SOUTH AFRICA,1977,1977.12.00,Dec-77,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.12.00-Schoeman.pdf
2912,SOUTH AFRICA,1977,1977.11.12,12-Nov-77,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.11.12-KleinRiver.pdf
2913,SOUTH AFRICA,1977,1977.10.30,30-Oct-77,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.10.30-Hartman.pdf
2914,AUSTRALIA,1977,1977.08.31,31-Aug-77,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.08.31-Horley.pdf
2915,AUSTRALIA,1977,1977.08.23,23-Aug-77,M,25,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.08.23-Walter.pdf
2916,SOUTH AFRICA,1977,1977.08.19,19-Aug-77,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.08.19-Mamacos.pdf
2917,USA,1977,1977.08.14,14-Aug-77,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.08.14-Friendman_Collier.pdf
2918,USA,1977,1977.08.05,05-Aug-77,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.08.05-Muradian.pdf
2919,USA,1977,1977.07.02,02-Jul-77,M,21,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.07.02-Posey.pdf
2920,USA,1977,1977.06.26,26-Jun-77,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.06.26-WillieWhite.pdf
2921,USA,1977,1977.06.06,06-Jun-77,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.06.06-Baen.pdf
2922,SOUTH AFRICA,1977,1977.05.26,26-May-77,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.05.26-Lombard.pdf
2923,AUSTRALIA,1977,1977.05.16,16-May-77,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.05.16-NV-Gibbs.pdf
2924,AUSTRALIA,1977,1977.04.26,26-Apr-77,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.04.26-Jones.pdf
2925,USA,1977,1977.04.21,21-Apr-77,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.04.21-Vest.pdf
2926,SOUTH AFRICA,1977,1977.03.17,17-Mar-77,M,31,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.03.17-Lund.pdf
2927,AUSTRALIA,1977,1977.03.13.c,13-Mar-77,M,32,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.03.13.c-Harrison.pdf
2928,AUSTRALIA,1977,1977.03.13.b,13-Mar-77,M,74,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.03.13.b-Beaver.pdf
2929,AUSTRALIA,1977,1977.03.13.a,13-Mar-77,M,45,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.03.13.a-Hayes.pdf
2930,AUSTRALIA,1977,1977.02.26,26-Feb-77,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.02.26-Howard.pdf
2931,AUSTRALIA,1977,1977.02.04,04-Feb-77,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.02.04-Sorrento.pdf
2932,NEW CALEDONIA,1977,1977.02.00,Feb-77,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.02.00-Blanchet.pdf
2933,MEXICO,1977,1977.01.00,Jan-77,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.01.00-MexicanMale.pdf
2934,AUSTRALIA,1976,1976.12.29,29-Dec-76,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.12.29-Archall.pdf
2935,USA,1976,1976.12.18,18-Dec-76,M,29,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.12.18-Worrell_Collier.pdf
2936,SOUTH AFRICA,1976,1976.11.27,27-Nov-76,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.11.27-Spence.pdf
2937,AUSTRALIA,1976,1976.11.26,26-Nov-76,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.11.26-NV-vanRyseen.pdf
2938,USA,1976,1976.11.25,25-Nov-76,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.11.25-Brenneka.pdf
2939,SOUTH AFRICA,1976,1976.11.23,23-Nov-76,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.11.23-Jackson.pdf
2940,SOUTH AFRICA,1976,1976.11.06,Nov-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.11.06-Schoeman.pdf
2941,SOUTH AFRICA,1976,1976.10.27,27-Oct-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.10.27-AlremahII.pdf
2942,USA,1976,1976.10.18,18-Oct-76,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.10.18-Kennedy_Collier.pdf
2943,SOUTH AFRICA,1976,1976.10.06,06-Oct-76,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.10.06-Flanagan.pdf
2944,NEW CALEDONIA,1976,1976.09.22,22-Sep-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.09.22-NewCaledoniaBoat.pdf
2945,AUSTRALIA,1976,1976.09.19,19-Sep-76,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.09.19-Richardson.pdf
2946,HONG KONG,1976,1976.09.17,17-Sep-76,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.09.17-sailor.pdf
2947,USA,1976,1976.09.12.b,12-Sep-76,M,16,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.09.12.b-Michael-Karras.pdf
2948,USA,1976,1976.09.12.a,12-Sep-76,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.09.12.a-Ricky-Karras.pdf
2949,USA,1976,1976.09.06,06-Sep-76,M,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.09.06-Ferrer.pdf
2950,USA,1976,1976.08.26,26-Aug-76,M,23,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.08.26-RandyHall.pdf
2951,USA,1976,1976.08.24,24-Aug-76,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.08.24-Shook_Collier.pdf
2952,USA,1976,1976.07.24,24-Jul-76,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.07.24-Cook.pdf
2953,USA,1976,1976.07.21,21-Jul-76,M,10,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.07.21-Ratigan.pdf
2954,USA,1976,1976.07.16,16-Jul-76,M,18,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.07.16-Powell.pdf
2955,USA,1976,1976.07.12,12-Jul-76,M,23,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.07.12-Loughlin.pdf
2956,USA,1976,1976.06.23,23-Jun-76,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.06.23-Maurer.pdf
2957,USA,1976,1976.06.10,10-Jun-76,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.06.10-Gard.pdf
2958,ITALY,1976,1976.06.02.R,Reported 02-Jun-1976,M,46,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.06.02.R-Pelle.pdf
2959,AUSTRALIA,1976,1976.06.01,01-Jun-76,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.06.01-McMillan.pdf
2960,SOUTH AFRICA,1976,1976.05.02,02-May-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.05.02-McManus-boat.pdf
2961,USA,1976,1976.04.28,28-Apr-76,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.04.28-HumanRemains-Galveston.pdf
2962,USA,1976,1976.03.12.b,12-Mar-76,M,21 or 26,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.03.12.b-GlenWright.pdf
2963,SOUTH AFRICA,1976,1976.03.12.a,12-Mar-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.03.12.a-Kruger-boat.pdf
2964,SOUTH AFRICA,1976,1976.03.09,09-Mar-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.03.09-Stephanie.pdf
2965,SOUTH AFRICA,1976,1976.03.02,02-Mar-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.03.02-Stephanie-boat.pdf
2966,SOUTH AFRICA,1976,1976.02.03,03-Feb-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.02.03-Suki-Saki.pdf
2967,SOUTH AFRICA,1976,1976.01.13,13-Jan-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.01.13-catamaran.pdf
2968,AUSTRALIA,1976,1976.01.12,12-Jan-76,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.01.12-Evler.pdf
2969,SOUTH AFRICA,1976,1976.01.11,11-Jan-76,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.01.11-Metoo.pdf
2970,USA,1976,1976.01.08,08-Jan-76,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.01.08-Greenberg.pdf
2971,NEW ZEALAND,1976,1976.01.02,02-Jan-76,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.01.02-Leith.pdf
2972,USA,1976,1976.00.00.b,1976,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.00.00.b-Nakaima.pdf
2973,AUSTRALIA,1975,1975.12.29,29-Dec-75,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.12.29-RescueBoat.pdf
2974,USA,1975,1975.12.06,06-Dec-75,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.12.06-Buckley_Collier.pdf
2975,AUSTRALIA,1975,1975.12.02,02-Dec-75,M,35,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.12.02-Strand.pdf
2976,AUSTRALIA,1975,1975.11.19.b,19-Nov-75,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.11.19.b-Cole.pdf
2977,SOUTH AFRICA,1975,1975.11.19.a,19-Nov-75,M,33,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.11.19.a-VanDenBerg.pdf
2978,AUSTRALIA,1975,1975.11.07,07-Nov-75,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.11.07-Haig.pdf
2979,USA,1975,1975.11.02,02-Nov-75,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.11.02-Hurst.pdf
2980,USA,1975,1975.10.21,21-Oct-75,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.10.21-SandyHook.pdf
2981,AUSTRALIA,1975,1975.10.12,12-Oct-75,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.10.12-Neale.pdf
2982,USA,1975,1975.10.04,04-Oct-75,,,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.10.04-NV-California.pdf
2983,SOUTH AFRICA,1975,1975.09.00,Sep-75,M,21,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.09.00-Meehan.pdf
2984,SOUTH AFRICA,1975,1975.08.17,17-Aug-75,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.08.17-Robertson.pdf
2985,USA,1975,1975.08.12,12-Aug-75,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.08.12-Peterson.pdf
2986,USA,1975,1975.08.09,09-Aug-75,M,44,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.08.09-Brown_Collier.pdf
2987,HONG KONG,1975,1975.08.04,04-Aug-75,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.08.04-HongKong.pdf
2988,USA,1975,1975.07.30.b,30-Jul-75,F,62,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.30.b-Conger.pdf
2989,AUSTRALIA,1975,1975.07.30.a,30-Jul-75,M,37,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.30.a-Slack.pdf
2990,USA,1975,1975.07.26.b,26-Jul-1975.b,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.26.b-Cook.pdf
2991,AUSTRALIA,1975,1975.07.26.a,26-Jul-75,M,21,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.26.a-Grace.pdf
2992,USA,1975,1975.07.23,23-Jul-75,M,23,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.23-Rebstock_Collier.pdf
2993,USA,1975,1975.07.19,19-Jul-75,M,34,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.19-Johnson.pdf
2994,USA,1975,1975.07.15,15-Jul-75,F,14,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.15-BeverlyWhite-X.pdf
2995,AUSTRALIA,1975,1975.07.05,05-Jul-75,M,29,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.05-DennisThompson.pdf
2996,USA,1975,1975.07.04,04-Jul-75,M,16,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.04-Clark.pdf
2997,USA,1975,1975.06.23.b,23-Jun-75,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.06.23.b-Krents.pdf
2998,USA,1975,1975.06.23.a,23-Jun-75,F,15,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.06.23.a-Hutson.pdf
2999,USA,1975,1975.06.15,15-Jun-75,M,27,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.06.15-Daniels.pdf
3000,USA,1975,1975.06.02.R,Reported 02-Jun-1975,M,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.06.02.R-Hanrahan.pdf
3001,USA,1975,1975.06.00.c,Jun-75,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.06.00.c-stepped-on-shark.pdf
3002,USA,1975,1975.05.25,25-May-75,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.05.25-Bassett.pdf
3003,USA,1975,1975.05.20,20-May-75,F,10,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.05.20-Jones.pdf
3004,ITALY,1975,1975.04.25,25-Apr-75,M,37,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.04.25-Sansoni.pdf
3005,SOUTH AFRICA,1975,1975.04.18,18-Apr-75,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.04.18-IndianMale.pdf
3006,SOUTH AFRICA,1975,1975.04.05,05-Apr-75,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.04.05-Thompson.pdf
3007,SOUTH AFRICA,1975,1975.03.29,29-Mar-75,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.29-Tongaat.pdf
3008,AUSTRALIA,1975,1975.03.18,18-Mar-75,F,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.18-MorningtonIsland.pdf
3009,USA,1975,1975.03.16,16-Mar-75,M,14,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.16-Hodges.pdf
3010,AUSTRALIA,1975,1975.03.13,13-Mar-75,,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.13-Hookway.pdf
3011,SOUTH AFRICA,1975,1975.03.09,09-Mar-75,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.09-Swanepoel.pdf
3012,BANGLADESH,1975,1975.03.00,Mar-75,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.00-Bangladesh.pdf
3013,SOUTH AFRICA,1975,1975.02.23,23-Feb-75,M,16,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.23-Jones.pdf
3014,SOUTH AFRICA,1975,1975.02.14.R,Reported 14-Feb-1975,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.14-Hobiecat.pdf
3015,AUSTRALIA,1975,1975.02.10,10-Feb-75,M,12,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.10-Shipard.pdf
3016,AUSTRALIA,1975,1975.02.09,09-Feb-75,M,45,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.09-Lear.pdf
3017,AUSTRALIA,1975,1975.02.07,07-Feb-75,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.07-Worman.pdf
3018,SOUTH AFRICA,1975,1975.02.01,01-Feb-75,M,12,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.01-Visser.pdf
3020,BERMUDA,1975,1975.00.00.b,1975,M,25,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.00.00.b-Toussaint.pdf
3021,REUNION,1975,1975.00.00.a,1975,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.00.00.a-NV-Reunion.pdf
3022,AUSTRALIA,1974,1974.12.10,12-Dec-74,,32,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.12.10-Allen.pdf
3023,USA,1974,1974.11.01,01-Nov-74,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.11.01-Ortwine.pdf
3024,USA,1974,1974.09.28,28-Sep-74,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.28-Johnston_Collier.pdf
3025,USA,1974,1974.09.14,14-Sep-74,M,29,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.14-Holcomb_Collier.pdf
3026,ISRAEL,1974,1974.09.07,07-Sep-74,F,20,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.07-Aharonowich.pdf
3027,USA,1974,1974.09.02.b,02-Sep-74,M,41,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.02.b-Greenlaw.pdf
3028,USA,1974,1974.09.02.a,02-Sep-74,M,48,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.02.a.-DaleWebster.pdf
3029,AUSTRALIA,1974,1974.09.01,01-Sep-74,M,30,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.01-Treveuwe.pdf
3030,USA,1974,1974.09.00,Sep-74,M,24,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.00-Brown_Collier.pdf
3031,HONG KONG,1974,1974.08.23,23-Aug-74,M,22,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.08.23-FreedomSwimmer.pdf
3032,HONG KONG,1974,1974.08.16.c,16-Aug-74,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.08.16.c-Freedom swimmer.pdf
3033,HONG KONG,1974,1974.08.16.b,16-Aug-74,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.08.16.b-Ming.pdf
3034,HONG KONG,1974,1974.08.16.a,16-Aug-74,M,18,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.08.16.a-Ping.pdf
3035,CROATIA,1974,1974.08.10,10-Aug-74,M,21,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.08.10-Schneider.pdf
3036,USA,1974,1974.08.05,05-Aug-74,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.08.05-Sanders_Collier.pdf
3037,USA,1974,1974.07.26,26-Jul-74,M,36,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.07.26-Kehl_Collier.pdf
3038,USA,1974,1974.07.20,20-Jul-74,M,17,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.07.20-Carter.pdf
3039,USA,1974,1974.07.02,02-Jul-74,M,10,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.07.02-BillyHorne.pdf
3040,USA,1974,1974.06.20,20-Jun-74,F,61,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.06.20-Heaton.pdf
3041,USA,1974,1974.05.26,26-May-74,M,45,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.05.26-Hancock_Collier.pdf
3042,BRAZIL,1974,1974.04.25.R,Reported 25-Apr-1974,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.04.25.R-Brazil.pdf
3043,SOUTH AFRICA,1974,1974.04.20,20-Apr-74,M,22,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.04.20-Hartman.pdf
3044,SOUTH AFRICA,1974,1974.04.14,14-Apr-74,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.04.14-Parkin.pdf
3045,USA,1974,1974.04.12,12-Apr-74,F,11,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.04.12-Alexander.pdf
3046,SOUTH AFRICA,1974,1974.04.04,04-Apr-74,M,17,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.04.04-Baker.pdf
3047,SOUTH AFRICA,1974,1974.03.21,21-Mar-74,M,21,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.03.21-Gurr.pdf
3048,SOUTH AFRICA,1974,1974.03.00,Mar-74,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.03.00-Schoeman.pdf
3049,SOUTH AFRICA,1974,1974.02.13.b,13-Feb-74,M,14,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.02.13.b-Kendrick.pdf
3050,SOUTH AFRICA,1974,1974.02.13.a,13-Feb-74,M,19,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.02.13.a-Kool.pdf
3051,SOUTH AFRICA,1974,1974.02.00.b,Feb-74,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.02.00.b-Schoeman.pdf
3052,SOUTH AFRICA,1974,1974.02.00.a,Early Feb-1974,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.02.00.a-Schoeman.pdf
3053,SOUTH AFRICA,1974,1974.01.13,13-Jan-74,M,42,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.01.13-Viljoen.pdf
3054,AUSTRALIA,1974,1974.01.09,09-Jan-74,M,26,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.01.09-Manuel.pdf
3055,SOUTH AFRICA,1974,1974.01.07.c,07-Jan-74,M,33,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.01.07.c-Pyper.pdf
3056,MOZAMBIQUE,1974,1974.01.07.b,07-Jan-74,M,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.01.07.b-Oaulkurt-Pape.pdf
3057,MOZAMBIQUE,1974,1974.01.07.a,07-Jan-74,M,32,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.01.07.a-Xai-Xai.pdf
3058,AUSTRALIA,1974,1974.00.00.b,Summer 1974,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.00.00.b-Tunbridge.pdf
3059,CROATIA,1974,1974.00.00.a,1974,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.00.00.a-2Tourists.pdf
3060,MOZAMBIQUE,1973,1973.12.25,25-Dec-73,M,41,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.25-Weissig.pdf
3061,MOZAMBIQUE,1973,1973.12.21.b,21-Dec-73,M,20,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.21-Reiner.pdf
3062,PHILIPPINES,1973,1973.12.19.R,Reported 18-Dec-1973,M,19,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.19.R-Arney.pdf
3063,USA,1973,1973.12.18,18-Dec-73,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.18-Floyd.pdf
3064,MEXICO,1973,1973.12.00,Dec-73,M,20s,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.12.00-MexicanFiesta.pdf
3065,AUSTRALIA,1973,1973.11.25,25-Nov-73,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.11.25-Copley.pdf
3066,USA,1973,1973.11.24,24-Nov-73,M,13,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.11.24-Trout.pdf
3067,AUSTRALIA,1973,1973.11.03,03-Nov-73,,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.11.03-SolomonIslander.pdf
3068,SOUTH AFRICA,1973,1973.09.29,29-Sep-73,,,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.29-AlanS.pdf
3069,BAHAMAS,1973,1973.09.14,14-Sep-73,M,11,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.14-Schlusemeyer.pdf
3070,HONG KONG,1973,1973.09.10.R,Reported 10-Sep-1973,M,20,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.10.R-Tsang.pdf
3071,MEXICO,1973,1973.09.09,09-Sep-73,M,37,Y,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.09-Schneppershoff.pdf
3072,EGYPT,1973,1973.09.00,Sep-73,M,,N,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.09.00-NV-RedSea.pdf
