original order,Year,Type,Country,Area,Activity,Sex,Age,Fatal (Y/N),Species ,Investigator or Source
3229.0,1980.0,Unprovoked,KENYA,Lamu Archipelago,Spearfishing,M,29.0,N,shark,J. E. Randall
3230.0,1980.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body boarding,M,24.0,N,white shark,"M. Levine, GSAF; W. Pople, G. Charter, B. Davis, NSB; T. Wallett, p.60"
3231.0,1980.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,61.0,N,hammerhead shark,"F.M. Binneman, P. Logan, M. Levine, GSAF"
3232.0,1980.0,Sea Disaster,PHILIPPINES,,Other,F,,Y,Other,"Valley Independent, 3/17/1980"
3233.0,1980.0,Unprovoked,BRAZIL,Rio de Janeiro,Swimming,M,,N,shark,M. Szpilman
3234.0,1980.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Free diving,M,52.0,Y,shark,"W. Pople, G. Charter, B. Davis, Natal Sharks Board"
3235.0,1980.0,Unprovoked,MEXICO,Sinaloa,Body surfing,F,13.0,N,shark,K. Giambalvo-Sprague; R. Collier
3236.0,1980.0,Sea Disaster,PHILIPPINES,Romblon Province,Other,unknown,,Y,Other,"Daily Collegian, 4/24/1980"
3237.0,1980.0,Provoked,JAMAICA,St. Mary's Parish,Spearfishing,M,,N,Other,"The Gleaner, 7/27/1980"
3238.0,1980.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,22.0,N,shark,"C. Vernon, G. Ross, P.E. Museum; M. Levine, GSAF"
3239.0,1980.0,Provoked,USA,California,Scuba diving,F,44.0,N,shark,"The Australian Women's Weekly, 10/1/1980"
3240.0,1980.0,Unprovoked,USA,Florida,Surfing,M,,N,Other,"Daytona Beach Morning Journal, 7/9/1980"
3241.0,1980.0,Unprovoked,USA,North Carolina,Surfing,M,,N,Other,"C. Creswell, GSAF, J. Barnes"
3242.0,1980.0,Unprovoked,USA,Delaware,Standing,F,22.0,N,shark,"Washington Post, 7/23/1980"
3243.0,1980.0,Unprovoked,USA,New Jersey,Body surfing,M,15.0,N,Other,J. Moffat; W. Ruderman
3244.0,1980.0,Unprovoked,SPAIN,Canary Islands,Other,M,,N,shark,C. Moore. GSAF
3245.0,1980.0,Unprovoked,USA,Hawaii,Other,M,,N,shark,"J. Borg, p.75; L. Taylor (1993), pp.104-105 - Note: SAF lists this as 8/10/1980"
3246.0,1980.0,Unprovoked,USA,North Carolina,Wading,F,10.0,N,Other,"Chronicle Telegram, 8/11/1980; F. Schwartz, p.23"
3247.0,1980.0,Unprovoked,MEXICO,,Diving,M,22.0,Y,Other,"Valley Independent, 8/22/1980, p.16"
3248.0,1980.0,Unprovoked,USA,California,Surfing,M,19.0,N,white shark,"R. N. Lea & D. Miller; R. Collier, pp.82-83"
3249.0,1980.0,Unprovoked,USA,Oregon,Surfing,M,29.0,N,white shark,"R.N.  Lea & D. Miller; R. Collier, pp.83-84"
3250.0,1980.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,16.0,Y,Other,"JC Online, 6/25/2012"
3251.0,1980.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,,,Other,"W.O. Hutt;  G. Charter, B. Davis, Natal Sharks Board"
3252.0,1980.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,,N,Other,"A. Sharpe, pp.133-134"
3253.0,1980.0,Unprovoked,REUNION,Grand'Anse,Spearfishing,M,22.0,N,white shark,G. Van Grevelynghe
3254.0,1980.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Other,M,,,Other,"Eastern Province Herald, 12/29/1980"
3255.0,1980.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other,M,25.0,N,shark,"N. Yates, M. Levine, GSAF"
3256.0,1981.0,Unprovoked,GREECE,Pagasitikos Gulf,Free diving,M,,N,Other,M. Bardanis
3257.0,1981.0,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,M,27.0,N,shark,"Sunday Mail (QLD), 9/6/1987, p.10"
3258.0,1981.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,23.0,,Other,"W.O. Hutt; W. Pople, G. Charter, B. Davis, Natal Sharks Board"
3259.0,1981.0,Unprovoked,USA,Florida,Other,M,25.0,N,shark,J. McAniff
3260.0,1981.0,Unprovoked,BRAZIL,Rio de Janeiro,Spearfishing,unknown,,N,Other,O. Gadig
3261.0,1981.0,Unprovoked,USA,Florida,Surfing,M,15.0,N,hammerhead shark,"M. Vorenberg, GSAF"
3262.0,1981.0,Unprovoked,AUSTRALIA,Western Australia,Other,unknown,,UNKNOWN,Other,"T. Peake, GSAF"
3263.0,1981.0,Unprovoked,AUSTRALIA,Western Australia,Other,M,,N,hammerhead shark,"A. Sharpe, p.134"
3264.0,1981.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,30.0,N,blacktip shark,"R. Guy, M. Levine, GSAF"
3265.0,1981.0,Unprovoked,BRAZIL,Rio de Janeiro,Diving,unknown,,UNKNOWN,shark,"Globo, "
3266.0,1981.0,Unprovoked,CHILE,Coquimbo,Spearfishing,M,,N,shark,J. McCosker & A.C. Engana
3267.0,1981.0,Unprovoked,USA,Florida,Surfing,M,24.0,N,Other,"M. Vorenberg, GSAF"
3268.0,1981.0,Unprovoked,USA,Florida,Wading,M,19.0,N,dusky shark,"M. Vorenberg, GSAF"
3269.0,1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,24.0,N,shark,"S. Hammerton, M. Levine, GSAF; W. Pople,  G. Charter, NSB"
3270.0,1981.0,Sea Disaster,BERMUDA,,Other,unknown,,N,Other,"New York Times, 3/13/1981"
3271.0,1981.0,Provoked,NAMIBIA,Eronogo Region,Other,M,,N,Other,"M. Levine, GSAF; Natal Witness"
3272.0,1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,19.0,N,shark,"M. Smale, PE Museum"
3273.0,1981.0,Unprovoked,USA,Florida,Diving,M,,N,shark,"E. Pace, FSAF"
3274.0,1981.0,Unprovoked,USA,Florida,Free diving,M,32.0,N,Other,J. McAniff; Miami Herald 5/22/1981
3275.0,1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,27.0,N,shark,"M. Jury, M. Levine, GSAF"
3276.0,1981.0,Unprovoked,SOUTH KOREA,Chungnam,Other,F,27.0,Y,white shark,Y. Choi & K. Nakaya
3277.0,1981.0,Unprovoked,USA,Hawaii,Scuba diving,M,,Y,Other,"J. Borg, p.87; L. Taylor (1993), pp.104-105"
3278.0,1981.0,Invalid,USA,Hawaii,Other,M,,,Other,"J. Borg, p.74; L. Taylor (1993), pp.104-105"
3279.0,1981.0,Boat,ENGLAND,,Fishing,M,,N,thresher shark,"The Times (London), 6/15/1981"
3280.0,1981.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other,M,,N,shark,"Chronicle Telegram, 7/1/1981"
3281.0,1981.0,Unprovoked,USA,Florida,Spearfishing,M,,N,shark,"E. Pace, GSAF"
3282.0,1981.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,32.0,N,shark,"B. V.D. Helm; R. Horn; M. Levine, GSAF"
3283.0,1981.0,Unprovoked,USA,Florida,Swimming,F,16.0,N,shark,"E. Pace, GSAF"
3284.0,1981.0,Unprovoked,BAHAMAS,Grand Bahama Island,Snorkeling,M,53.0,N,shark,"R. Marx, E. Clark; M. Levine, GSAF; Note: Marx says the incident took place in 8/8/1982 or 1983"
3285.0,1981.0,Unprovoked,USA,Florida,Other,F,19.0,Y,Other,"E. Pace, GSAF; J. McAniff, SAF; A. MacCormick, pp.12 & 13; Orlando Sentinel, 12/6/1985; K Duffy, Daytona Beach News Journal, 8/26/2001"
3286.0,1981.0,Unprovoked,USA,Florida,Diving,M,,N,nurse shark,"E. Pace, FSAF"
3287.0,1981.0,Invalid,USA,Hawaii,Fishing,M,,,Other,"J. Borg, p.75; L. Taylor (1993), pp.104-105"
3288.0,1981.0,Provoked,USA,Florida,Spearfishing,M,19.0,N,shark,"A. MacCormick, pp.82-83, citing the New Orleans Times-Picayune, 8/25/1981"
3289.0,1981.0,Unprovoked,USA,Florida,Surfing,M,15.0,N,shark,"Pacific Stars and Stripes, 8/31/1981 "
3290.0,1981.0,Unprovoked,USA,Florida,Surfing,M,24.0,N,Other,"St Petersburg Times, 9/5/1981"
3291.0,1981.0,Unprovoked,USA,Florida,Surfing,M,25.0,N,Other,"St Petersburg Times, 9/5/1981"
3292.0,1981.0,Unprovoked,USA,Florida,Swimming,M,26.0,Y,tiger shark,"S. Pelham, M.D.; NY Times, 9/21/1981, p.18, col.1; E. Pace, FSAF"
3293.0,1981.0,Unprovoked,USA,Florida,Surfing,M,,N,Other,"Sarasota Herald-Tribune, 9/29/1981"
3294.0,1981.0,Unprovoked,USA,Florida,Surfing,M,28.0,N,Other,"St. Petersburg Times, 10/1/1981"
3295.0,1981.0,Unprovoked,USA,Florida,Surfing,M,24.0,N,shark,"St. Petersburg Times, 10/3/1981"
3296.0,1981.0,Unprovoked,USA,Florida,Surfing,M,17.0,N,Other,"The Bulletin, 10/19/1981"
3297.0,1981.0,Unprovoked,USA,Florida,Surfing,M,,UNKNOWN,Other,"M. Vorenberg, GSAF"
3298.0,1981.0,Unprovoked,USA,Florida,Swimming,M,19.0,N,shark,"Chronicle Telegram, 10/20/1981 "
3299.0,1981.0,Unprovoked,USA,Hawaii,Diving,M,59.0,N,shark,"J. Borg, p.75; L. Taylor (1993), pp.104-105"
3300.0,1981.0,Provoked,SOUTH AFRICA,Western Cape Province,Other,M,,N,white shark,"M. Levine, GSAF"
3301.0,1981.0,Unprovoked,REUNION,Saint-Philippe,Spearfishing,M,,N,Other,G. Van Grevelynghe
3302.0,1981.0,Unprovoked,USA,Hawaii,Spearfishing,M,,N,shark,"J. Borg, p.75; L. Taylor (1993), pp.104-105"
3303.0,1981.0,Unprovoked,AUSTRALIA,Queensland,Other,unknown,,N,Other,"R. McKenzie, Sunday Mail, 9/6/1987, p.11"
3304.0,1981.0,Unprovoked,USA,California,Surfing,M,24.0,Y,white shark,"R.N. Lea & D. Miller; R. Collier, pp.84-85; A. MacCormick, p.220"
3305.0,1982.0,Unprovoked,TUNISIA,Biserta,Spearfishing,unknown,,UNKNOWN,Other,MEDSAF
3306.0,1982.0,Boat,ITALY,Tyrrhenian Sea,Fishing,M,,N,shark,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)"
3307.0,1982.0,Boat,ITALY,Tyrrhenian Sea,Other,M,,UNKNOWN,white shark,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)"
3308.0,1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,20.0,N,shark,"J. Phillips-Page, M. Levine, GSAF"
3309.0,1982.0,Unprovoked,USA,Florida,Diving,M,29.0,Y,Other,"Miami Herald, 9/5/1982, p.1B"
3310.0,1982.0,Unprovoked,USA,California,Scuba diving,M,,N,white shark,"R.N. Lea & D. Miller; R. Collier, p.86"
3311.0,1982.0,Unprovoked,USA,Florida,Swimming,F,75.0,Y,Other,"M. Vorenberg, GSAF"
3312.0,1982.0,Unprovoked,USA,Hawaii,Swimming,F,,N,Other,"J. Borg, p.75; L. Taylor (1993), pp.104-105"
3313.0,1982.0,Unprovoked,USA,Hawaii,Wading,F,,N,Other,"J. Borg, p.75; L. Taylor (1993), pp.104-105"
3314.0,1982.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,,N,Other,"Mossel Bay Advertiser, 2/19/1982"
3315.0,1982.0,Unprovoked,USA,Florida,Surfing,M,18.0,N,shark,"Palm Beach Post, 3/2/1982   "
3316.0,1982.0,Unprovoked,AUSTRALIA,Tasmania,Spearfishing,M,32.0,Y,white shark,"C. Black, pp. 159-163"
3317.0,1982.0,Unprovoked,NEW CALEDONIA,,Spearfishing,M,,N,Other,W. Leander
3318.0,1982.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,20.0,Y,Other,"A. Sharpe, pp.4, 86-87"
3319.0,1982.0,Unprovoked,USA,Florida,Surfing,M,16.0,N,Other,"M. Vorenberg, GSAF"
3320.0,1982.0,Invalid,USA,South Carolina,Other,F,,,Other,"Clay Creswell, GSAF"
3321.0,1982.0,Unprovoked,USA,Hawaii,Other,M,,N,reef shark,"J. Borg, p.76; L. Taylor (1993), pp.106-107; Windsurfing Magazine, Sept/Oct 1993"
3322.0,1982.0,Unprovoked,USA,Florida,Other,F,,N,Other,"Wellsboro Gazette, 6/30/1982"
3323.0,1982.0,Unprovoked,BAHAMAS,Andros Islands,Spearfishing,M,19.0,N,shark,"R. Attrill; R.D. Weeks, GSAF"
3324.0,1982.0,Unprovoked,USA,South Carolina,Swimming,M,20.0,N,shark,"Chillicothe Constitution Tribune, 6/30/1982"
3325.0,1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,27.0,Y,white shark,"M. Levine, GSAF; R.B. Wilson, B. Davis, NSB; T. Wallett, p.46"
3326.0,1982.0,Unprovoked,NEW CALEDONIA,South Province,Other,unknown,,N,Other,W. Leander
3327.0,1982.0,Unprovoked,USA,Florida,Swimming,F,19.0,N,Other,"Daytona Beach Morning Journal, 7/2/1982"
3328.0,1982.0,Invalid,USA,California,Swimming,M,43.0,,shark,"Chronicle Telegram, 7/12/1982, p.A4; Daily Herald , 7/13/1982"
3329.0,1982.0,Unprovoked,USA,Florida,Swimming,M,17.0,N,shark,"Miami Herald, 7/21/1982, p.1D"
3330.0,1982.0,Unprovoked,USA,California,Other,M,26.0,N,white shark,"R.N. Lea & D. Miller; R. Collier, pp.86-87; G. Ambrose, pp.113-120"
3331.0,1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other,M,38.0,N,white shark,"B. Plumb, M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46"
3332.0,1982.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Boogie boarding,M,20.0,,Other,"M. Levine, GSAF"
3333.0,1982.0,Unprovoked,TUNISIA,,Windsurfing,M,,N,spinner shark,MEDSAF
3334.0,1982.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,F,18.0,N,Other,"V. Keet, M. Levine, GSAF"
3335.0,1982.0,Invalid,USA,California,Surfing,M,17.0,,shark,"R.N. Lea & D. Miller; R. Collier, pp.87-89      "
3336.0,1982.0,Unprovoked,JAPAN,Kumamoto Prefecture,Other,M,,Y,Other,K. Nakaya
3337.0,1982.0,Invalid,USA,Florida,Other,M,,,Other,"Z. Arocha, Miami Herald, 9/5/1982"
3338.0,1982.0,Unprovoked,USA,California,Free diving,M,28.0,N,white shark,"R.N. Lea & D. Miller; Herder, p. 1-3; R. Collier, pp.89-91; A. MacCormick, pp.80-81"
3339.0,1982.0,Unprovoked,USA,California,Diving,M,36.0,N,shark,R. Collier
3340.0,1982.0,Unprovoked,USA,Florida,Surfing,M,20.0,N,shark,"Miami Herald, 9/28/1982"
3341.0,1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16.0,N,white shark,"M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46-47"
3342.0,1982.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16.0,N,Other,"R. Horn, E.L. Aquarium"
3343.0,1982.0,Unprovoked,USA,Florida,Windsurfing,M,26.0,N,shark,"P. Hamm, Miami Herald, 10/15/1982"
3344.0,1982.0,Unprovoked,USA,South Carolina,Other,M,,N,Other, F. Schwartz
3345.0,1983.0,Provoked,USA,North & South Carolina,Fishing,M,,N,shark,F. Schwartz
3346.0,1983.0,Unprovoked,VANUATU,Malampa Province,Other,M,,Y,Other,S. Combs
3347.0,1983.0,Unprovoked,,English Channel,Swimming,M,,N,Other,"Times of India, 2/5/2012"
3348.0,1983.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,32.0,N,shark,"P. deBruyn, M. Levine, GSAF"
3349.0,1983.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Windsurfing,M,22.0,N,Other,"Mrs. Crewe, B. Lipschitz, M. Levine, GSAF"
3350.0,1983.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Other,M,,,Other,"G. Cliff & B. Davis, NSB"
3351.0,1983.0,Provoked,USA,South Carolina,Fishing,M,43.0,N,Other,"Wilmington MorningStar, 1/25/1983"
3352.0,1983.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other,M,16.0,N,shark,"G. Charter, B. Davis & G. Cliff; Natal Mercury 2/22/1983"
3353.0,1983.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Other,unknown,,N,small shark,W. Leander
3354.0,1983.0,Unprovoked,USA,Florida,Surfing,M,,N,Other,"M. Vorenberg, GSAF"
3355.0,1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,,N,spinner shark,"G. Cliff, NSB"
3356.0,1983.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,17.0,N,shark,"W. Johnson, M. Levine, GSAF; G. Charter, B. Davis, G. Cliff, NSB; T. Wallett, pp.65-66"
3357.0,1983.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Other,M,,,Other,"Unverified report, NSB"
3358.0,1983.0,Unprovoked,USA,Florida,Surfing,M,16.0,N,Other,"Miami Herald, 4/3/1983, p.2D"
3359.0,1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,27.0,N,shark,"R. Horn, East London Aquarium; Natal Witness, 4/14/1983"
3360.0,1983.0,Unprovoked,USA,Florida,Surfing,M,,UNKNOWN,Other,"M. Vorenberg, GSAF"
3361.0,1983.0,Unprovoked,USA,Florida,Surfing,M,22.0,N,Other,"The Palm Beach Post, 3/15/1989;  Miami Herald, 5/22/1983 & 3/15/1989"
3362.0,1983.0,Unprovoked,USA,Florida,Surfing,M,15.0,N,Other,"E. Pace, FSAF"
3363.0,1983.0,Unprovoked,USA,Florida,Other,M,21.0,N,shark,"E. Pace; Miami Herald, 6/2/1983, p.10A"
3364.0,1983.0,Unprovoked,BAHAMAS,Berry Islands,Spearfishing,M,,N,reef shark,"E. Pace, FSAF & M. Levine, GSAF"
3365.0,1983.0,Invalid,ITALY,Northwest Italy,Scuba diving,M,,,Other,MEDSAF
3366.0,1983.0,Unprovoked,BAHAMAS,,Other,M,30.0,N,blacktip shark,"E.  Pace, FSAF"
3367.0,1983.0,Unprovoked,USA,Florida,Surfing,M,21.0,N,Other,"Miami Herald, 6/22/1983, p.2B"
3368.0,1983.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,15.0,Y,Other,"Chicago Tribune, 8/21/1983, p.B7"
3369.0,1983.0,Unprovoked,USA,Florida,Swimming,M,42.0,N,Other,"Miami Herald, 6/30/1983, "
3370.0,1983.0,Unprovoked,USA,Florida,Floating,M,17.0,N,Other,"E.Pace, FSAF"
3371.0,1983.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,13.0,N,Other,"Miami Herald, 7/13/1983, p.2D"
3372.0,1983.0,Unprovoked,USA,Florida,Windsurfing,F,39.0,N,hammerhead shark,"Miami Herald, 7/14/1983, p.12A"
3373.0,1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,,N,shark,"M. Levine, GSAF"
3374.0,1983.0,Sea Disaster,AUSTRALIA,Queensland,Other,M,28.0,N,shark,"H. Edwards, pp.103-104; A. MacCormick, pp.110-112 "
3375.0,1983.0,Sea Disaster,AUSTRALIA,Queensland,Swimming,M,24.0,Y,shark,"H. Edwards, pp. 103-104; A. MacCormick, pp.110-112"
3376.0,1983.0,Sea Disaster,AUSTRALIA,Queensland,Swimming,F,21.0,Y,shark,"B. Myatt, GSAF"
3377.0,1983.0,Boat,USA,Rhode Island,Fishing,unknown,,N,Other,"Providence Journal, 8/7/1983"
3378.0,1983.0,Unprovoked,USA,Florida,Diving,F,22.0,N,bull shark,"Miami Herald, 8/14/1983, p.1D "
3379.0,1983.0,Provoked,USA,Florida,Skindiving,M,14.0,N,shark,M. Vorenburg. GSAF
3380.0,1983.0,Unprovoked,USA,Virginia,Swimming,F,14.0,N,shark,"Washington Post, 8/16/1983"
3381.0,1983.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,29.0,N,white shark,"A. Louw, M. Levine,  GSAF; G. Cliff, NSB"
3382.0,1983.0,Unprovoked,USA,Oregon,Surfing,M,,N,shark,"R.N. Lea & D. Miller; R. Collier, p.81"
3383.0,1983.0,Unprovoked,USA,Florida,Standing,M,15.0,N,Other,"E. Pace, FSAF"
3384.0,1983.0,Unprovoked,USA,Florida,Wading,M,20.0,N,shark,"Daytona Beach Morning Journal, 10/21/1983"
3385.0,1983.0,Unprovoked,USA,Florida,Surfing,M,16.0,N,shark,"Miami Herald, 10/21/1983, p.1C"
3386.0,1983.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,F,,,Other,"R. Wilson, G. Cliff, Natal Sharks Board; GSAF"
3387.0,1983.0,Unprovoked,USA,Florida,Surfing,M,15.0,N,shark,"St. Petersburg Times, 11/10/1983"
3388.0,1983.0,Sea Disaster,PHILIPPINES,Central Philippines,Other,M,,N,shark,"Montreal Gazette, 11/28/1983"
3389.0,1983.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Other,M,,,Other,"R.B. Wilson , G. Cliff, B. Davis & G. Charter, NSB"
3390.0,1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,47.0,N,shark,"R. Horn, East London Aquarium;  J. Heydenrych, M.Levine, GSAF"
3391.0,1983.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,16.0,N,Other,"C. Biggs, M. Levine, J. Mansfield, Dr. T. Counihan & Dr. Clement"
3392.0,1983.0,Unprovoked,AUSTRALIA,South Australia,Scuba diving,M,48.0,N,white shark,"T. Peake, GSAF"
3393.0,1983.0,Unprovoked,USA,Florida,Surfing,M,17.0,N,Other,"Palm Beach Post, 12/26/1983   "
3394.0,1983.0,Invalid,GREECE,Andikira Fokithes,Spearfishing,M,36.0,,Other,"Miami Herald, 1/4/1984; M. Bardanis"
3395.0,1984.0,Unprovoked,USA,Florida,Surfing,M,,N,Other,"M. Vosburgh, Orlando Sentinel, 5/28/1988 "
3396.0,1984.0,Provoked,USA,California,Other,M,,N,gill shark,D.C. Reed
3397.0,1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Other,F,14.0,Y,Other,"G. Charter, B. Davis & G. Cliff, NSB"
3398.0,1984.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,14.0,N,shark,"R. Tennent, M. Levine, Dr. Dempers & K. Reynolds"
3399.0,1984.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,27.0,N,reef shark,"Courier-Mail, 2/14/1984, p.3"
3400.0,1984.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Other,unknown,,,Other,"G. Charter, NSB"
3401.0,1984.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,M,33.0,N,dusky shark,"G. Buckland, M. Levine, GSAF"
3402.0,1984.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,N,shark,"M. Levine, GSAF; Eastern Province Herald, 6/28/1986"
3403.0,1984.0,Unprovoked,AUSTRALIA,Western Australia,Other,unknown,,UNKNOWN,Other,"T. Peake, GSAF"
3404.0,1984.0,Boat,SOUTH AFRICA,Eastern Cape Province,Rowing,M,,N,shark,"M. Levine, GSAF"
3405.0,1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,,N,Other,"G. Charter, NSB; M. Levine, GSAF"
3406.0,1984.0,Invalid,SOMALIA,,Other,M,,,Other,"Courier Mail, 5/18/1984"
3407.0,1984.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,28.0,N,Other,"A. Bosman, M. Levine, GSAF"
3408.0,1984.0,Unprovoked,VANUATU,Malampa Province,Swimming,M,,Y,Other,"Telegraph, 6/8/1984, p.12 "
3409.0,1984.0,Unprovoked,USA,Hawaii,Other,F,13.0,N,hammerhead shark,"J. Borg, p.76; L. Taylor (1993), pp.106-107"
3410.0,1984.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,27.0,N,white shark,"The Argus, 6/16/1984"
3411.0,1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,,N,shark,"R O'Connor, M. Levine, GSAF"
3412.0,1984.0,Unprovoked,USA,Florida,Other,M,30.0,N,Other,"New Orleans Times-Picayune, 3 July 1984; A. MacCormick, p.109-110"
3413.0,1984.0,Invalid,SOUTH AFRICA,Western Cape Province,Spearfishing,M,21.0,,Other,"P. Landsberg, M.D."
3414.0,1984.0,Unprovoked,USA,Texas,Swimming,F,18.0,N,shark,"A. MacCormick, pp.8-9"
3415.0,1984.0,Unprovoked,USA,Texas,Swimming,F,13.0,N,Other,"A. MacCormick, pp.8-9"
3416.0,1984.0,Unprovoked,INDONESIA,,Sea disaster,M,,Y,Other,"Courier Mail, 8/15/1984"
3417.0,1984.0,Invalid,USA,Florida,Other,F,31.0,,Other,"St. Petersburg Times, 11/20/1984"
3418.0,1984.0,Provoked,MEXICO,Baja California,Spearfishing,M,,N,white shark,R. Collier
3419.0,1984.0,Unprovoked,USA,California,Skindiving,M,28.0,Y,white shark,"R. Collier, p. 72"
3420.0,1984.0,Unprovoked,USA,California,Wading,M,,N,blue shark,"R. Collier, p.93 "
3421.0,1984.0,Unprovoked,USA,Florida,Swimming,unknown,,UNKNOWN,Other,"Miami Herald, 9/26/1984, p.2D"
3422.0,1984.0,Unprovoked,USA,Florida,Surfing,M,16.0,N,shark,"Miami Herald, 9/26/1984, p.2D"
3423.0,1984.0,Unprovoked,USA,Florida,Swimming,M,,N,Other,"Miami Herald, 9/26/1984, p.2D"
3424.0,1984.0,Unprovoked,USA,Florida,Surfing,M,17.0,N,Other,"Miami Herald, 9/26/1984, p.2D"
3425.0,1984.0,Unprovoked,USA,California,Free diving,M,,N,white shark,"R. Collier, pp.93-94"
3426.0,1984.0,Unprovoked,USA,Oregon,Surfing,M,25.0,N,white shark,"R. Collier, pp.94-95"
3427.0,1984.0,Unprovoked,USA,Florida,Surfing,M,15.0,N,blacktip shark,"Miami Herald, 10/16/1984"
3428.0,1984.0,Invalid,USA,Florida,Wading,F,77.0,,Other,"Miami Herald, 10/18/1984, "
3429.0,1984.0,Unprovoked,USA,Florida,Surfing,F,23.0,N,shark,"Miami Herald, 10/24/1984, p.17A"
3430.0,1984.0,Invalid,USA,Florida,Swimming,M,22.0,,Other,"Evening Independent, 10/24/1984, p.14;      E. Pace, FSAF"
3431.0,1984.0,Provoked,USA,Florida,Spearfishing,M,29.0,N,small shark,"Miami Herald, 11/5/1984"
3432.0,1984.0,Unprovoked,USA,Florida,Surfing,M,13.0,N,shark,"Miami Herald, 11/18/1984"
3433.0,1984.0,Unprovoked,AUSTRALIA,Queensland,Sailing,M,16.0,Y,shark,"Courier-Mail, 12/1/1984, p.1; A. Sharpe, p.106"
3434.0,1984.0,Boat,ITALY,Tyrrhenian Sea,Other,unknown,,N,shark,A. De Maddalena; F. Serena (pers. Comm.)
3435.0,1985.0,Unprovoked,IRAN,,Fishing,M,,Y,shark,B. Coad & F. Papahn
3436.0,1985.0,Unprovoked,VANUATU,Malampa Province,Other,M,,Y,Other,S. Combs
3437.0,1985.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,20.0,N,dusky shark,"B. Coppin, M. Levine, GSAF"
