Case Number,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Species ,Investigator or Source,Date,Year
1975.03.00,Sea Disaster,BANGLADESH,Ganges-Brahmaputra delta,Unknown,unknown,Unknown,Unknown,Y,unknown,"M. McDiarmid, p.67",1975-03-01,1975.0
1975.02.23,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",surfing,M,16,N,unknown,"S. Jooste; B.R. Jones, M. Levine, GSAF; T. Wallett, pp.22-24",1975-02-23,1975.0
1975.02.14.R,Boat,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,unknown,Unknown,Unknown,N,mako shark,GSAF,1975-02-14,1975.0
1975.02.10,Unprovoked,AUSTRALIA,South Australia,(Point Sinclair) Penong,swimming,M,12,Y,white shark," A. Sharpe, pp.124-125; Sydney Morning Herald, 2/3/2001 ed.",1975-02-10,1975.0
1975.02.09,Unprovoked,AUSTRALIA,Victoria,Anglesea,unknown,M,45,N,unknown,"The Age, 2/11/1975",1975-02-09,1975.0
1975.02.07,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock,unknown,M,Unknown,N,unknown,"J. Green, p. 36",1975-02-07,1975.0
1975.02.01,Provoked,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",fishing,M,12,N,unknown,"The Argus, 2/3/1975",1975-02-01,1975.0
1975.01.19,Unprovoked,AUSTRALIA,South Australia,Coffin Bay,surfing,M,17,Y,unknown,"J. West; Adelaide Advertiser, 1/20/1975; P. Kemp, GSAF",1975-01-19,1975.0
1975.00.00.b,Unprovoked,BERMUDA,Unknown,Unknown,spearfishing,M,25,N,unknown,"E. Pace, FSAF",1975-01-01,1975.0
1975.00.00.a,Unprovoked,REUNION,Unknown,Unknown,unknown,M,Unknown,Y,unknown,Reunion Marine Observatory,1975-01-01,1975.0
1974.12.10,Unprovoked,AUSTRALIA,Western Australia,Geographe Bay,unknown,Unknown,32,N,unknown,"J. Green, p.36",1974-12-10,1974.0
1974.11.01,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",standing,M,24,N,unknown,"Daytona Beach Morning Journal, 11/2/1974",1974-11-01,1974.0
1974.09.28,Unprovoked,USA,California,"North of Point Sur, Monterey County",surfing,M,17,N,white shark,"D. Miller & R. Collier, R. Collier, pp.59-62, J.  McCosker & R. N. Lea",1974-09-28,1974.0
1974.09.14,Unprovoked,USA,California,"North Farallon Island, Farallon Islands",diving,M,29,N,white shark,"D. Miller & R. Collier, R. Collier, pp.57-59; J. McCosker & R.N. Lea",1974-09-14,1974.0
1974.09.07,Unprovoked,ISRAEL,Red Sea,"North Beach, Eilat",swimming,F,20,N,mako shark,"The Times (London), 9/9/1974, p. 7; J. Randall & M. F. Levy (1976)",1974-09-07,1974.0
1974.09.02.b,Unprovoked,USA,California,"Franklin Point, San Mateo County",diving,M,41,N,white shark,"D. Miller & R. Collier, R. Collier, pp. 56-57; J.  McCosker & R.N. Lea",1974-09-02,1974.0
1974.09.02.a,Unprovoked,USA,California,"Franklin Point, San Mateo County",diving,M,48,N,white shark,"D. Miller & R. Collier, R. Collier, pp. 56-57; J. McCosker & R.N. Lea",1974-09-02,1974.0
1974.09.01,Sea Disaster,AUSTRALIA,Queensland,"Junpinpin, off Stradbroke Island",fishing,M,30,N,unknown,"J. Green, p.36; A. Sharpe, pp.102-103",1974-09-01,1974.0
1974.09.00,Unprovoked,USA,Oregon,Myers Creek,surfing,M,24,N,white shark,R. Collier,1974-09-01,1974.0
1974.08.23,Unprovoked,HONG KONG,Mirs Bay ,Unknown,swimming,M,22,N,unknown,"Washington Post, 8/24/1974,p.D6",1974-08-23,1974.0
1974.08.16.c,Unprovoked,HONG KONG,Mirs Bay ,Unknown,swimming,M,Unknown,Y,unknown,"A. MacCormick, p.157",1974-08-16,1974.0
1974.08.16.b,Unprovoked,HONG KONG,Mirs Bay ,Unknown,swimming,M,19,N,unknown,"A. MacCormick, p.157",1974-08-16,1974.0
1974.08.16.a,Unprovoked,HONG KONG,Mirs Bay ,Unknown,swimming,M,18,N,unknown,"A. MacCormick, p.157",1974-08-16,1974.0
1974.08.10,Unprovoked,CROATIA, Split-Dalmatia County," Lokva Rogoznica, Omis",unknown,M,21,Y,white shark,A. De Maddalena;      R. Rocconi,1974-08-10,1974.0
1974.08.05,Unprovoked,USA,California,"San Gregorio Beach, San Mateo County",surfing,M,Unknown,N,white shark,R.Collier,1974-08-05,1974.0
1974.07.26,Unprovoked,USA,California,"Albion Cove, Albion, Mendocino County",diving,M,36,N,white shark,"D. Miller & R. Collier, R. Collier, pp.54-56; J. McCosker & R.N. Lea",1974-07-26,1974.0
1974.07.20,Unprovoked,USA,Georgia,"Back River, Savannah Beach, Chatham County",swimming,M,17,Y,small shark,"Rome News Tribune, 7/31/1974",1974-07-20,1974.0
1974.07.02,Sea Disaster,USA,Florida ,Gulf of Mexico,unknown,M,10,Y,unknown,"Wilmington Star, 7/3/1974, p.3A",1974-07-02,1974.0
1974.06.20,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,F,61,N,unknown,"Daytona Beach Morning Journal, 6/21/1974",1974-06-20,1974.0
1974.05.26,Unprovoked,USA,California,"Tomales Point, Marin County",diving,M,45,N,white shark,"D. Miller & R. Collier, R. Collier, p.53; J. McCosker & R.N. Lea",1974-05-26,1974.0
1974.04.25.R,Sea Disaster,BRAZIL,Unknown,Unknown,fishing,M,Unknown,Y,unknown,"Fresno Bee Republican, 4/25/1974",1974-04-25,1974.0
1974.04.20,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,spearfishing,M,22,N,unknown,"A. Hartman, M. Levine, GSAF; Cape Argus, 4/26/1974",1974-04-20,1974.0
1974.04.14,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,standing,M,19,N,unknown,"S. Parkin, M. Levine, GSAF; T. Wallett, p.40",1974-04-14,1974.0
1974.04.12,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",swimming,F,11,N,unknown,"Chicago Tribune, 4/13/1974",1974-04-12,1974.0
1974.04.04,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",surfing,M,17,N,unknown,"A. Baker, M. Levine, GSAF; G. Charter & B. Davis, NSB; T. Wallett, p.21",1974-04-04,1974.0
1974.03.21,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,surfing,M,21,N,unknown,"J. Gurr, M. Levine, GSAF; G. Charter, NSB; T. Wallett, p.20",1974-03-21,1974.0
1974.03.00,Boat,SOUTH AFRICA,Western Cape Province,Macassar,fishing,Unknown,Unknown,N,white shark,"T. Wallett, p.37",1974-03-01,1974.0
1974.02.13.b,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",swimming,M,14,N,unknown,"D. Kendrick, S. Jooste, G. Charter, B. Davis,  M. Levine, GSAF; T. Wallett, pp.18-19 ",1974-02-13,1974.0
1974.02.13.a,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",swimming,M,19,N,unknown,"J. Kool, S. Jooste; M. Levine, GSAF",1974-02-13,1974.0
1974.02.00.b,Boat,SOUTH AFRICA,Western Cape Province,Macassar,fishing,Unknown,Unknown,N,white shark,"T. Wallett, p.37",1974-02-01,1974.0
1974.02.00.a,Boat,SOUTH AFRICA,Western Cape Province,Macassar,fishing,Unknown,Unknown,N,white shark,"T. Wallett, pp.35-37",1974-02-01,1974.0
1974.01.13,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,sitting,M,42,N,unknown,"Daily News (Durban), 1/29/1974; GSAF",1974-01-13,1974.0
1974.01.09,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,diving,M,26,Y,white shark,"H. Hall; A. Sharpe, p.124;",1974-01-09,1974.0
1974.01.07.c,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,swimming,M,33,N,unknown,"L. Pyper, J. Bass, G. Charter; B. Davis, M. Levine, GSAF; T. Wallett, pp.17-18. ",1974-01-07,1974.0
1974.01.07.b,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,swimming,M,Unknown,Y,unknown,"Johannesburg Star, 1/8/1974",1974-01-07,1974.0
1974.01.07.a,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,swimming,M,32,Y,unknown,"P. Logan, GSAF",1974-01-07,1974.0
1974.00.00.b,Unprovoked,AUSTRALIA,Western Australia,Emu Channel,spearfishing,M,Unknown,N,whaler shark,G. Tunbridge,1974-01-01,1974.0
1974.00.00.a,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Preluka Harbour,unknown,Unknown,Unknown,Y,unknown,A. DeMaddalena,1974-01-01,1974.0
1973.12.25,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,spearfishing,M,41,N,unknown,"J. Bass; M Levine, GSAF",1973-12-25,1973.0
1973.12.21.b,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,swimming,M,20,Y,unknown,Natal Witness Newspaper,1973-12-21,1973.0
1973.12.19.R,Unprovoked,PHILIPPINES,Luzon,Unknown,swimming,M,19,Y,unknown,"Washington Post, 12/19/1973",1973-12-19,1973.0
1973.12.18,Unprovoked,USA,Hawaii,"Kalama Beach, Kihei, Maui",swimming,M,Unknown,N,unknown,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1973-12-18,1973.0
1973.12.00,Unprovoked,MEXICO,Guerrero,Acapulco Bay,swimming,M,Unknown,Y,unknown,"A.Resciniti, pp.107-108",1973-12-01,1973.0
1973.11.25,Unprovoked,AUSTRALIA,Western Australia,Swan River,unknown,Unknown,Unknown,N,unknown,"J. Green, p.36",1973-11-25,1973.0
1973.11.24,Unprovoked,USA,Florida,"Ormond By The Sea, Volusia County",surfing,M,13,N,unknown,"Daytona Beach Sunday News-Journal, 11/25/1973",1973-11-24,1973.0
1973.11.03,Unprovoked,AUSTRALIA,Queensland,Gin Arm Creek,unknown,M,Unknown,N,unknown,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",1973-11-03,1973.0
1973.09.29,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Mission Rocks,unknown,M,Unknown,Y,unknown,"Natal Mercury, 10/5/1973",1973-09-29,1973.0
1973.09.14,Unprovoked,BAHAMAS,Grand Bahama Island,"Memory Rock, 18 miles from NW end of the Island",diving,M,11,N,bull shark,"M.Vorenberg, GSAF",1973-09-14,1973.0
1973.09.10.R,Unprovoked,HONG KONG,Mirs Bay ,Unknown,swimming,M,20,Y,unknown,"Charleston Daily Mail, 9/10/1973",1973-09-10,1973.0
1973.09.09,Unprovoked,MEXICO,Baja California,Guadalupe Island,diving,M,37,Y,white shark,"Washington Post, 9/12/1973; J. McCosker & R.N. Lea",1973-09-09,1973.0
1973.09.00,Unprovoked,EGYPT,Red Sea,Southern end of the Sinai Peninsula,unknown,M,Unknown,N,tiger shark, M Levy,1973-09-01,1973.0
1973.08.27,Unprovoked,AUSTRALIA,Queensland,Palm Cove Beach,unknown,Unknown,21,Unknown,unknown,"J. Green, p.36",1973-08-27,1973.0
1973.08.25,Unprovoked,AUSTRALIA,Queensland,"Point Lookout, Stradbroke Island",surfing,M,16,N,unknown,"L.A. Times, 8/16/1973, p.B4; R. McKenzie, Sunday Mail, 9/6/1987, p.11; J. Green, p.36",1973-08-25,1973.0
1973.08.16,Unprovoked,USA,Virginia,False Cape,unknown,M,17,N,blacktip shark,"A. MacCormick, p.11, cites New Orleans Times-Picayune, 8/17/1983 ",1973-08-16,1973.0
1973.06.13,Unprovoked,HONG KONG,Unknown,Unknown,swimming,M,Unknown,N,unknown,"The Age, 6/15/1973",1973-06-13,1973.0
1973.04.04,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",wading,M,45,Y,unknown,"A.Resciniti, p.108",1973-04-04,1973.0
1973.03.26,Unprovoked,AUSTRALIA,Queensland,Palm Island,unknown,M,Unknown,N,unknown,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",1973-03-26,1973.0
1973.03.05,Unprovoked,MOZAMBIQUE,Gaza,"Chongeone, Xai Xai",spearfishing,M,28,Y,unknown,"M. Levine, GSAF",1973-03-05,1973.0
1973.03.00,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,spearfishing,M,26,N,unknown,"D. Davies; K. Cole, M. Levine, GSAF",1973-03-01,1973.0
1973.02.27,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",swimming,Unknown,57,Y,unknown,"Reno Gazette, 4/8/1973; A.Resciniti, pp.108-109",1973-02-27,1973.0
1973.01.21,Provoked,SOUTH AFRICA,KwaZulu-Natal,Durban,fishing,M,Unknown,N,unknown,"M. Levine, GSAF",1973-01-21,1973.0
1973.01.09,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",surfing,M,Unknown,N,unknown,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1973-01-09,1973.0
1973.00.00.c,Unprovoked,PALAU,Aulong Island,Aulong Channel,diving,M,Unknown,N,tiger shark,M.P. Warner,1973-01-01,1973.0
1973.00.00.b,Unprovoked,PALAU,Western Caroline Islands,Unknown,diving,M,Unknown,N,reef shark," National Geographic, January 1995, p.56-57",1973-01-01,1973.0
1973.00.00.a,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,surfing,M,13,N,unknown,G. Harmer,1973-01-01,1973.0
1972.12.31,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,treading,M,29,N,unknown,"J. Bass & A. Heydorn; Cape Argus, 1/2/1973",1972-12-31,1972.0
1972.12.26,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,swimming,M,25,N,unknown,GSAF,1972-12-26,1972.0
1972.12.25,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",surfing,M,17,Y,unknown,"The Gleaner, 1/3/1973; A. Resciniti, p.109",1972-12-25,1972.0
1972.12.24,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,swimming,M,Unknown,N,white shark,"J. Bass, ORI; M. Levine, GSAF",1972-12-24,1972.0
1972.12.22,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock,unknown,M,Unknown,N,unknown,"Canberra Times, 12/23/1972",1972-12-22,1972.0
1972.12.08,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",unknown,Unknown,24,N,unknown,"J. Green, p.36",1972-12-08,1972.0
1972.12.01,Unprovoked,REUNION,Saint-Philippe,Basse Vallée,spearfishing,Unknown,Unknown,Y,unknown,G. Van Grevelynghe,1972-12-01,1972.0
1972.10.22,Unprovoked,AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay",spearfishing,M,24,N,unknown,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",1972-10-22,1972.0
1972.10.21,Unprovoked,AUSTRALIA,New South Wales,Tabourie Beach,surfing,M,19,N,whaler shark,"The Age, 10/23/1972",1972-10-21,1972.0
1972.10.14.b,Unprovoked,USA,US Virgin Islands,"St. Croix, Cane Bay",diving,M,Unknown,Y,unknown,"H.D. Baldridge, pp.177 & 185",1972-10-14,1972.0
1972.10.14.a,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,M,17,N,unknown,"Daytona Beach Morning Journal, 10/18/1972",1972-10-14,1972.0
1972.10.10.R,Unprovoked,NEW ZEALAND,North Island,Wanganui,swimming,M,17,N,unknown,"European Stars and Stripes, 10/10/1973 ",1972-10-10,1972.0
1972.09.09,Unprovoked,USA,California,"Point Sur, Monterey County",surfing,M,Unknown,N,white shark,"D. Miller & R. Collier, R. Collier, pp. 52-53; J. McCosker &  R.N. Lea",1972-09-09,1972.0
1972.09.04,Invalid,MOZAMBIQUE,Maputo Province,Inhaca Island,swimming,F,20,Unknown,unknown,"Daily News, 9/6/1972",1972-09-04,1972.0
1972.08.29,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",surfing,M,15,N,unknown,"Ocala Star Banner, 8/30/1972",1972-08-29,1972.0
1972.08.17,Unprovoked,USA,Hawaii,"Waimanu, Honoka'a, Hawai'i",spearfishing,M,Unknown,N,unknown,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1972-08-17,1972.0
1972.08.08,Unprovoked,AUSTRALIA,Tasmania,Tasman Island,diving,M,45,N,white shark,"The Age, 8/10/1972; J. Green, p.36; C. Black, pp 151-153",1972-08-08,1972.0
1972.07.05,Invalid,USA,California,"Laguna Beach, Orange County",diving,Unknown,Unknown,Unknown,unknown,Unconfirmed Report,1972-07-05,1972.0
1972.06.26.b,Unprovoked,AUSTRALIA,Queensland,Pancake Creek,unknown,M,Unknown,Y,unknown,"Canberra Times, 6/26/1972",1972-06-26,1972.0
1972.06.26.a,Unprovoked,AUSTRALIA,Queensland,Pancake Creek,unknown,M,Unknown,Y,unknown,"Canberra Times, 6/26/1972",1972-06-26,1972.0
1972.06.10,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,M,22,N,unknown,P. Salick,1972-06-10,1972.0
1972.05.28,Unprovoked,USA,California,"Bird Rock, near Tomales Point, Marin County",diving,M,32,N,white shark,"D. Miller & R. Collier, R. Collier, pp.48-50; Evening Tribune (San Diego) 7/17/1972; H.D. Baldridge, p.78; J. McCosker & R.N. Lea ",1972-05-28,1972.0
1972.05.06,Unprovoked,FRENCH POLYNESIA,Tuamotus,Ahé Atoll,spearfishing,M,27,N,reef shark,"M. Fouques, et.al, pp. 318-319",1972-05-06,1972.0
1972.04.16,Unprovoked,WESTERN SAMOA,Upolu Island,Nuulua,swimming,M,25,Y,tiger shark,J. Gregory,1972-04-16,1972.0
1972.04.01.b,Unprovoked,AUSTRALIA,Queensland,Wellington Point,unknown,F,Unknown,N,unknown,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",1972-04-01,1972.0
1972.04.01.a,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,swimming,M,19,Y,unknown,Note: The Johannesburg Star initially recorded his name as Richard Wilson Gordon,1972-04-01,1972.0
1972.03.21,Provoked,PACIFIC OCEAN ,Unknown,Unknown,fishing,M,33,N,unknown,NY Times 4/2/1972,1972-03-21,1972.0
1972.03.16,Unprovoked,USA,Hawaii,"Waihe'e, Wailuku, Maui",spearfishing,M,Unknown,N,unknown,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1972-03-16,1972.0
1972.02.20,Unprovoked,AUSTRALIA,Victoria,"Wilson's Promontory, Waratah Bay",surfing,M,18,N,unknown,"Sydney Morning Herald, 2/21/1972 ",1972-02-20,1972.0
1972.02.12,Unprovoked,AUSTRALIA,Tasmania,Elliot's Cove,unknown,Unknown,Unknown,N,unknown,"C. Black, GSAF; J. Green, p.36",1972-02-12,1972.0
1972.01.01.c,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Georges Strand,swimming,M,20,Y,unknown,"M. Levine, GSAF",1972-01-01,1972.0
1972.01.01.b,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Kosi Bay,sitting,F,30,N,unknown,"J. Bass & G. Hughes; J. Pelser, M. Levine, GSAF",1972-01-01,1972.0
1972.01.01.a,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,standing,M,24,N,white shark,"J. Bass; M. Levine, GSAF",1972-01-01,1972.0
1972.00.00.b,Unprovoked,FRANCE,Antibes,Unknown,swimming,Unknown,Unknown,N,white shark,C. Moore. GSAF,1972-01-01,1972.0
1972.00.00.a,Unprovoked,MARSHALL ISLANDS,Illeginni Atoll,Unknown,diving,M,Unknown,N,reef shark,"G. Ambrose, pp.78-86",1972-01-01,1972.0
1971.12.23,Unprovoked,AUSTRALIA,New South Wales,Smokey Cape,unknown,Unknown,22,N,unknown,"J. Green, p.36",1971-12-23,1971.0
1971.12.16,Unprovoked,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",swimming,F,16,N,white shark,"C. Teague,  M. Levine, GSAF; A. Heydorn, ORI; T. Wallett, p.40",1971-12-16,1971.0
1971.12.05,Unprovoked,AUSTRALIA,Queensland,Gladstone,unknown,M,20,Y,unknown,"The Age, 12/9/1971",1971-12-05,1971.0
1971.11.27,Unprovoked,HONG KONG,Mirs Bay ,Unknown,swimming,M,20,N,unknown,"The Advocate, 11/25/1971; Post Crescent, 11/28/1971",1971-11-27,1971.0
1971.11.25.R,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",unknown,Unknown,20,N,unknown,"J. Green, p.36",1971-11-25,1971.0
1971.10.23,Unprovoked,USA,Florida,"Ft. Pierce, St Lucie County",surfing,M,18,N,unknown,"News Tribune, 10/25/1971 ",1971-10-23,1971.0
1971.10.14,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",swimming,M,25,N,unknown,J. Bass,1971-10-14,1971.0
1971.10.02,Unprovoked,USA,California,"Sea Ranch, Sonoma County",diving,M,30,N,white shark,"D. Miller & R. Collier; R. Collier, p. 48",1971-10-02,1971.0
1971.09.25,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",surfing,Unknown,17,N,unknown,"F. Schwartz, p.23",1971-09-25,1971.0
1971.09.07,Unprovoked,CROATIA,Istria County,Ika,swimming,M,34,Y,white shark,"R. Rocconi & C. Moore, GSAF",1971-09-07,1971.0
1971.09.05,Unprovoked,AUSTRALIA,South Australia,Adelaide,fishing,M,51,Y,unknown,"J. West, Adelaide Advertiser, 9/7/1971, p.10; P. Kemp, GSAF",1971-09-05,1971.0
1971.08.21,Provoked,AUSTRALIA,New South Wales,"Manly Marineland, Sydney",diving,M,26,N,nurse shark,"Sydney Morning Herald, 8/22/1971",1971-08-21,1971.0
1971.07.26,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",wading,M,8,N,unknown,"Miami News, 7/27/1971",1971-07-26,1971.0
1971.07.19,Unprovoked,USA,California,"Point Purisima, Santa Barbara County",diving,M,Unknown,N,white shark,"D. Miller & R. Collier, R. Collier, pp.51-52; J. McCosker & R.N. Lea",1971-07-19,1971.0
1971.06.30,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,surfing,M,21,N,white shark,"G. Scheltema, M. Levine, GSAF; J. Bass, ORI",1971-06-30,1971.0
1971.06.01,Unprovoked,BRITISH ISLES,South Devon,Beesands,diving,M,32,N,unknown,J. Steel (1989),1971-06-01,1971.0
1971.04.16R,Unprovoked,KENYA,Coast Province,Watamu,swimming,M,16,N,unknown,M. v. Schoor,1971-04-16,1971.0
1971.04.11,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay,swimming,M,Unknown,Y,white shark,"J. Wallace, ORI; M. Levine, GSAF; T. Wallett, pp.39-40",1971-04-11,1971.0
1971.04.06,Unprovoked,MEXICO,Guerrero,"Copacabana Beach, Acapulco",surfing,M,19,Y,unknown,"A.Resciniti, p.109",1971-04-06,1971.0
1971.04.05.b,Unprovoked,VENEZUELA,Unknown,Unknown,unknown,M,14,Y,unknown,H.D. Baldridge (1994) SAF Case #1646,1971-04-05,1971.0
1971.04.05.a,Unprovoked,VENEZUELA,Unknown,Unknown,unknown,M,66,Y,unknown,H.D. Baldridge (1994) SAF Case #1646,1971-04-05,1971.0
1971.04.00,Sea Disaster,MOZAMBIQUE,Between Beira & Maputo,Unknown,unknown,Unknown,Unknown,Y,unknown,"M. Levine, GSAF",1971-04-01,1971.0
1971.03.30,Unprovoked,NEW ZEALAND,South Island,Dunedin,surfing,M,16,N,white shark,"B. Watkins, R. D. Weeks, GSAF ",1971-03-30,1971.0
1971.01.02,Unprovoked,AUSTRALIA,Tasmania,Unknown,swimming,M,Unknown,N,unknown,"C. Black, GSAF; H.D. Baldridge (1994) SAF Case #1650",1971-01-02,1971.0
1971.00.00.c,Unprovoked,AUSTRALIA,South Australia,Southport,surfing,M,15,N,white shark,The Advertiser (undated),1971-01-01,1971.0
1971.00.00.b,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",unknown,M,Unknown,N,unknown,B. Coad,1971-01-01,1971.0
1971.00.00.a,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",unknown,M,Unknown,N,unknown,B. Coad,1971-01-01,1971.0
1970.12.17,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhasoka, Inhambe Bay",fishing,M,18,Y,unknown,"GSAF; H.D. Baldridge, p.22",1970-12-17,1970.0
1970.12.13,Unprovoked,MOZAMBIQUE,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",fishing,M,18,Y,unknown,"GSAF; H.D. Baldridge, p.22",1970-12-13,1970.0
1970.12.07,Unprovoked,MICRONESIA,Namonuito Atoll,Pisarach (Pisaras),fishing,M,Unknown,N,unknown,R.S. Jones,1970-12-07,1970.0
1970.12.03,Sea Disaster,USA,Hawaii,Kauai,unknown,M,41,N,unknown,"The Argus, 12/7/1970, p.2",1970-12-03,1970.0
1970.11.00,Unprovoked,Unknown,Unknown,Unknown,unknown,M,Unknown,N,unknown," H.D. Baldridge (1994), SAF Case #1645",1970-11-01,1970.0
1970.10.24,Unprovoked,USA,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i",surfing,M,Unknown,N,unknown,"J. Borg, p.74; L. Taylor (1993), pp.102-103",1970-10-24,1970.0
1970.10.00,Unprovoked,USA,Florida,"Matanzas Inlet, St Johns County",surfing,M,Unknown,N,unknown,"H. Wessel, Orlando Sentinel, 8/1/2001 ",1970-10-01,1970.0
1970.09.28,Unprovoked,MICRONESIA,Eastern Caroline Islands,Truk Lagoon,diving,M,43,N,unknown,R.S. Jones,1970-09-28,1970.0
1970.09.13,Provoked,PALAU,Western Caroline Islands (North Pacific Ocean),Outside barrier reef,spearfishing,M,20,N,unknown,"K.R.H. Read; H.D. Baldridge, p.192",1970-09-13,1970.0
1970.09.05,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",floating,M,18,N,unknown,"St. Petersburg Times, 9/7/1970, p.12B",1970-09-05,1970.0
1970.09.02,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",unknown,M,20,N,unknown,"J. Green, p.36",1970-09-02,1970.0
1970.09.00.c,Unprovoked,USA,South Carolina,Unknown,swimming,M,Unknown,N,unknown,"H.D. Baldridge (1994), SAF Case #1630",1970-09-01,1970.0
1970.09.00.a,Unprovoked,USA,Florida,Pinellas County,diving,M,Unknown,N,unknown,SAF Case #1485,1970-09-01,1970.0
1970.08.02,Invalid,Unknown,Caribbean Sea,Between St. Kitts & Nevis,unknown,Unknown,Unknown,Unknown,unknown,"Rome News Tribune, 8/3/1970",1970-08-02,1970.0
1970.07.05,Unprovoked,Unknown,Unknown,Unknown,unknown,M,Unknown,N,mako shark,"H.D. Baldridge (1994), SAF Case #1628",1970-07-05,1970.0
