Case Number,Month,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,Species ,Investigator or Source,pdf,URL Reference
1983.06.00,Jun,1983,Unprovoked,BAHAMAS,Berry Islands,Whale Cay,Spearfishing,Lacerations to thigh & buttocks,N,17h00,Caribbean reef shark,"E. Pace, FSAF & M. Levine, GSAF",1983.06.00-Starling,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.06.00-Starling
1983.05.31,May,1983,Unprovoked,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",Water-skiing,"Left calf, knee & hands lacerated",N,Dusk,6' shark,"E. Pace; Miami Herald, 6/2/1983, p.10A",1983.05.31-Swersky.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.05.31-Swersky.pdf
1983.05.24,May,1983,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,"Knocked off board by shark, no injury",N,,,"E. Pace, FSAF",1983.05.24-Coulter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.05.24-Coulter.pdf
1983.05.21,May,1983,Unprovoked,USA,Florida,"Haulover Inlet, Dade County",Surfing,Right foot bitten,N,14h00,,"The Palm Beach Post, 3/15/1989;  Miami Herald, 5/22/1983 & 3/15/1989",1983.05.21-Popper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.05.21-Popper.pdf
1983.04.19,Apr,1983,Unprovoked,USA,Florida,,Surfing,No details,UNKNOWN,,,"M. Vorenberg, GSAF",1983.04.19-NV-Schwarzwood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.19-NV-Schwarzwood.pdf
1983.04.12,Apr,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Fishing,Puncture wounds to foot,N,19h30,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)","R. Horn, East London Aquarium; Natal Witness, 4/14/1983",1983.04.12-Venter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.12-Venter.pdf
1983.04.02.b,Apr,1983,Unprovoked,USA,Florida,"Lake Worth Beach, Palm Beach County",Surfing,Left foot bitten,N,11h00,,"Miami Herald, 4/3/1983, p.2D",1983.04.02.b-MarkSteins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.02.b-MarkSteins.pdf
1983.04.02.a,Apr,1983,Invalid,SOUTH AFRICA,KwaZulu-Natal,Mpande,,Survived,N,,,"Unverified report, NSB",1983.04.02.a-Mapande.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.04.02.a-Mapande.pdf
1983.03.30.a,Mar,1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Spearfishing,Right calf lacerated,N,11h15,1.8 m [6'] Zambezi shark,"W. Johnson, M. Levine, GSAF; G. Charter, B. Davis, G. Cliff, NSB; T. Wallett, pp.65-66",1983.03.30.a-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.30.a-Johnson.pdf
1983.03.22,Mar,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,"No injury, board bitten",N,12h30,Blacktip or spinner shark,"G. Cliff, NSB",1983.03.22-IanJohnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.22-IanJohnson.pdf
1983.03.10,Mar,1983,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,"Shark nudged board, no injury",N,,,"M. Vorenberg, GSAF",1983.03.10-Lowen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.10-Lowen.pdf
1983.03.00,Mar,1983,Unprovoked,NEW CALEDONIA,Loyalty Islands,"We, Lifou",,Calf bitten,N,,"""a small shark""",W. Leander,1983.03.00-teenager-NewCaledonia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.03.00-teenager-NewCaledonia.pdf
1983.02.20,Feb,1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Paddleskiing,Puncture wounds to buttocks,N,12h30,3 m [10'] shark,"G. Charter, B. Davis & G. Cliff; Natal Mercury 2/22/1983",1983.02.20-Swart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.02.20-Swart.pdf
1983.01.24,Jan,1983,Provoked,USA,South Carolina,60 miles southeast of Beaufort,Fishing,Leg bitten by captive shark PROVOKED INCIDENT,N,,,"Wilmington MorningStar, 1/25/1983",1983.01.24-Wynn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.24-Wynn.pdf
1983.01.15,Jan,1983,Invalid,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,,FATAL,Y,,,"G. Cliff & B. Davis, NSB",1983.01.15-Amanzimtoti.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.15-Amanzimtoti.pdf
1983.01.10,Jan,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Windsurfing,Left foot lacerated,N,18h15,,"Mrs. Crewe, B. Lipschitz, M. Levine, GSAF",1983.01.10-Crewe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.10-Crewe.pdf
1983.01.08,Jan,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Holbaai,Spearfishing,"No injury, rammed by shark",N,13h00,White shark,"P. deBruyn, M. Levine, GSAF",1983.01.08-DeBruyn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.01.08-DeBruyn.pdf
1983.00.00.d,Undetermined,1983,Unprovoked,,English Channel,,Swimming,Left leg bitten,N,,,"Times of India, 2/5/2012",1983.00.00.d-Shenoy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.00.00.d-Shenoy.pdf
1983.00.00.c,Undetermined,1983,Unprovoked,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula",Ran into the water,"FATAL, arm/shoulder severed",Y,,,S. Combs,1983.00.00.c-SwissTourist.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.00.00.c-SwissTourist.pdf
1983.00.00.b,Undetermined,1983,Provoked,USA,North & South Carolina,,Fishing,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N,,Blue sharks,F. Schwartz,1983.00.00.b-Carolina-Fishermen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.00.00.b-Carolina-Fishermen.pdf
1982.11.00,Nov,1982,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",In waist-deep water,Arm bitten,N,,,F. Schwartz,1982.11.00-male.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.11.00-male.pdf
1982.10.13,Oct,1982,Unprovoked,USA,Florida,North Dade- Interama area of Biscayne Bay,Windsurfing,Left foot lacerated,N,11h00,1.5 m [5'] shark,"P. Hamm, Miami Herald, 10/15/1982",1982.10.13-Savanello.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.10.13-Savanello.pdf
1982.09.30.b,Sep,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,"No injury, pressure ding on surfboard",N,16h00,,"R. Horn, E.L. Aquarium",1982.09.30.b-Lindsay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.30.b-Lindsay.pdf
1982.09.30.a,Sep,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,"No Injury, surfboard bitten",N,14h50,"Believed to involve a 2.8 m [9'3""] white shark","M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46-47",1982.09.30.a-Fawkes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.30.a-Fawkes.pdf
1982.09.27,Sep,1982,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,Laceration to lower left leg,N,13h30,1.5 m [5'] shark,"Miami Herald, 9/28/1982",1982.09.27-Cibelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.27-Cibelli.pdf
1982.09.25,Sep,1982,Unprovoked,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,Lacerations to hand,N,Morning,White shark,R. Collier,1982.09.25-Lang.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.25-Lang.pdf
1982.09.19,Sep,1982,Unprovoked,USA,California,"Bear Harbor, Mendocino County",Free diving for abalone from Zodiac (submerged),Upper left thigh & buttocks bitten,N,14h30,5 m to 6 m [16.5' to 20'] white shark,"R.N. Lea & D. Miller; Herder, p. 1-3; R. Collier, pp.89-91; A. MacCormick, pp.80-81",1982.09.19-Herder_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.19-Herder_Collier.pdf
1982.09.04,Sep,1982,Invalid,USA,Florida,"Hollywood Beach, Broward County",,"Remains recovered from shark, but shark involvement prior to death unknown",Y,,"Tiger shark, 2.7 m [9'5""], 364-lb","Z. Arocha, Miami Herald, 9/5/1982",1982.09.04-Remains-TigerShark.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.09.04-Remains-TigerShark.pdf
1982.08.29.c,Aug,1982,Unprovoked,JAPAN,Kumamoto Prefecture,Ariake Bay,,FATAL,Y,,,K. Nakaya,1982.08.29.c-Yajima.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.29.c-Yajima.pdf
1982.08.29.b,Aug,1982,Invalid,USA,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,"No Injury, board bitten",N,10h20,Questionable incident; reported as shark attack but thought to involve a pinniped instead,"R.N. Lea & D. Miller; R. Collier, pp.87-89",1982.08.29.b-Buchanan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.29.b-Buchanan.pdf
1982.08.29.a,Aug,1982,Unprovoked,SOUTH AFRICA,Western Cape Province,Langebaan,Swimming,"Left knee, lower leg & foot bitten",N,12h00,,"V. Keet, M. Levine, GSAF",1982.08.29.a-Keet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.29.a-Keet.pdf
1982.08.00,Undetermined,1982,Unprovoked,TUNISIA,,"Skanes, near Monaster",Windsurfing,Thigh lacerated,N,,"2.1 m [7'] shark, possibly a spinner shark",MEDSAF,1982.08.00-Tunisia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.08.00-Tunisia.pdf
1982.07.31,Jul,1982,Invalid,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Boogie boarding,"No injury, swim fin bitten",N,16h00,,"M. Levine, GSAF",1982.07.31-VanRensburg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.31-VanRensburg.pdf
1982.07.24.b,Jul,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Paddleskiing,"No injury, ski bitten",N,16h00,"2.4 m [8'] white shark, species identity confirmed by tooth fragment","B. Plumb, M. Levine, GSAF; R. Horn, E.L. Aquarium; T. Wallett, p.46",1982.07.24.b-Plumb.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.24.b-Plumb.pdf
1982.07.24.a,Jul,1982,Unprovoked,USA,California,"Point Buchon, San Luis Obispo County",Paddle Boarding,"No Injury, board bitten",N,11h00,4.5 m to 5.5 m [14.7' to 18'] white shark,"R.N. Lea & D. Miller; R. Collier, pp.86-87; G. Ambrose, pp.113-120",1982.07.24.a-Pulaski_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.24.a-Pulaski_Collier.pdf
1982.07.19,Jul,1982,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Swimming,Left ankle bitten,N,Late afternoon,0.9 m to 1.2 m [3' to 4'] shark,"Miami Herald, 7/21/1982, p.1D",1982.07.19-Orth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.19-Orth.pdf
1982.07.11,Jul,1982,Invalid,USA,California,"Malibu, Los Angeles County",Swimming,Laceration to left thigh,N,,"Reported as a shark attack, the story was a hoax","Chronicle Telegram, 7/12/1982, p.A4; Daily Herald , 7/13/1982",1982.07.11-Winkle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.11-Winkle.pdf
1982.07.01,Jul,1982,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,Laceration to left leg,N,14h30,,"Daytona Beach Morning Journal, 7/2/1982",1982.07.01-Babb.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.01-Babb.pdf
1982.07.00,Jul,1982,Unprovoked,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",,Left arm bitten,N,,,W. Leander,1982.07.00-Bull.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.07.00-Bull.pdf
1982.06.29,Jun,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,Surfing,FATAL,Y,09h30,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard","M. Levine, GSAF; R.B. Wilson, B. Davis, NSB; T. Wallett, p.46",1982.06.29-Macun.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.29-Macun.pdf
1982.06.26.b,Jun,1982,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,Left arm bitten,N,16h30,5' shark,"Chillicothe Constitution Tribune, 6/30/1982",1982.06.26.b-Branson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.26.b-Branson.pdf
1982.06.26.a,Jun,1982,Unprovoked,BAHAMAS,Andros Islands,North Rat Cay Reef,Spearfishing,Arm severed at elbow,N,,"Lemon shark, 2 m [6'9""]","R. Attrill; R.D. Weeks, GSAF",1982.06.26.a-Sweeting.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.26.a-Sweeting.pdf
1982.06.25,Jun,1982,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",,Foot bitten,N,11h00,,"Wellsboro Gazette, 6/30/1982",1982.06.25-TaraDean.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.25-TaraDean.pdf
1982.06.13,Jun,1982,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui","Sailboarding, fell into water 100 yards outside the breakwater",Thigh bitten 3 times,N,,"1.2 m to 1.5 m [4' to 5'] ""reef shark""","J. Borg, p.76; L. Taylor (1993), pp.106-107; Windsurfing Magazine, Sept/Oct 1993",1982.06.13-Shoemaker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.06.13-Shoemaker.pdf
1982.05.00,May,1982,Invalid,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",,Human remains recovered,Y,,Tiger shark,"Clay Creswell, GSAF",1982.05.00-HumanRemains.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.05.00-HumanRemains.pdf
1982.03.10,Mar,1982,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,Elbow bitten,N,14h00,,"M. Vorenberg, GSAF",1982.03.10-McGrath.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.03.10-McGrath.pdf
1982.03.07,Mar,1982,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,Legs bitten  FATAL,Y,12h00,,"A. Sharpe, pp.4, 86-87",1982.03.07-AllenFord.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.03.07-AllenFord.pdf
1982.03.00,Mar,1982,Unprovoked,NEW CALEDONIA,,,Spearfishing,Arm bitten,N,,,W. Leander,1982.03.00-Torii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.03.00-Torii.pdf
1982.02.28,Feb,1982,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Spearfishing,"FATAL, body not recovered",Y,,5.5 m [18''] white shark,"C. Black, pp. 159-163",1982.02.28-Talen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.28-Talen.pdf
1982.02.27,Feb,1982,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,Lacerations to left hand and forearm,N,,4' to 5' shark,"Palm Beach Post, 3/2/1982",1982.02.27-Bauer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.27-Bauer.pdf
1982.02.17,Feb,1982,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,,,"Mossel Bay Advertiser, 2/19/1982",1982.02.17-Jordaan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.17-Jordaan.pdf
1982.02.14.b,Feb,1982,Unprovoked,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Wading,Left leg bitten,N,,,"J. Borg, p.75; L. Taylor (1993), pp.104-105",1982.02.14.b-Miller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.14.b-Miller.pdf
1982.02.14.a,Feb,1982,Unprovoked,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,Right foot bitten,N,,,"J. Borg, p.75; L. Taylor (1993), pp.104-105",1982.02.14.a-WhitePlainsBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.14.a-WhitePlainsBeach.pdf
1982.02.13,Feb,1982,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,Prior to 10h37,,"M. Vorenberg, GSAF",1982.02.13-Sackville.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.13-Sackville.pdf
1982.02.07.a,Feb,1982,Unprovoked,USA,California,"Stillwater Cove, Sonoma County",Scuba diving (submerged),Calf & ankle bitten,N,11h00,5 m [16.5'] white shark,"R.N. Lea & D. Miller; R. Collier, p.86",1982.02.07.a-Smith_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.07.a-Smith_Collier.pdf
1982.02.07..b,Feb,1982,Unprovoked,USA,Florida,Elliot Key,Diving,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,,,"Miami Herald, 9/5/1982, p.1B",1982.02.07.b-Seibel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.07.b-Seibel.pdf
1982.01.29,Jan,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,Right shin & toe lacerated,N,16h30,Raggedtooth shark,"J. Phillips-Page, M. Levine, GSAF",1982.01.29-Phillips-Page.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.01.29-Phillips-Page.pdf
1982.00.00.c,Undetermined,1982,Boat,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",Boat,No details,UNKNOWN,,6 m [20'] white shark,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",1982.00.00.c-boat-Vuoso.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.00.00.c-boat-Vuoso.pdf
1982.00.00.b,Undetermined,1982,Boat,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",Fishing on a boat,No injury,N,,White shark,"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)",1982.00.00.b-Campodonico.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.00.00.b-Campodonico.pdf
1982.00.00.a,Undetermined,1982,Unprovoked,TUNISIA,Biserta,Bechateur,Spearfishing,No details,UNKNOWN,,,MEDSAF,1982.00.00.a-Tunisia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.00.00.a-Tunisia.pdf
1981.12.19,Dec,1981,Unprovoked,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,"FATAL, torso bitten",Y,Evening,7 m [23'] white shark,"R.N. Lea & D. Miller; R. Collier, pp.84-85; A. MacCormick, p.220",1981.12.19-Boren_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.12.19-Boren_Collier.pdf
1981.12.13.b,Dec,1981,Unprovoked,AUSTRALIA,Queensland,Green Island,,Abdomen lacerated,N,,,"R. McKenzie, Sunday Mail, 9/6/1987, p.11",1981.12.13.b-NV-ZolaDale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.12.13.b-NV-ZolaDale.pdf
1981.12.13.a,Dec,1981,Unprovoked,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu","Spearfishing, but swimming on surface",Right leg severely bitten,N,,"Tiger shark, 3.7 m [12']","J. Borg, p.75; L. Taylor (1993), pp.104-105",1981.12.13.a-Toma.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.12.13.a-Toma.pdf
1981.11.30,Nov,1981,Unprovoked,REUNION,Saint-Philippe,Vicendo,Spearfishing,Survived,N,Late afternoon,,G. Van Grevelynghe,1981.11.30-Mercier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.11.30-Mercier.pdf
1981.10.19.b,Oct,1981,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Inspecting teeth of supposedly dead (hooked & shot) shark,Hand lacerated  PROVOKED INCIDENT,N,,"3.5 m [11.5'], 510-kg [1125-lb] hooked & shot white shark","M. Levine, GSAF",1981.10.19.b-VanAswegan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.19.b-VanAswegan.pdf
1981.11.09,Nov,1981,Unprovoked,USA,Hawaii,"La'au Point, Moloka'i",Diving to untangle a crab trap line from boat's propeller,Hand bitten,N,,"2.1 m [7'] shark with ""a very flat head that had followed the boat for 3 days","J. Borg, p.75; L. Taylor (1993), pp.104-105",1981.11.09-Ohai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.11.09-Ohai.pdf
1981.10.19.a,Oct,1981,Unprovoked,USA,Florida,"Jupiter Island, Brevard County",Swimming,Hand & forearm bitten,N,11h30,1.8 m to 2.4 m [6' to 8'] shark,"Chronicle Telegram, 10/20/1981",1981.10.19.a-VanHornEly.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.19.a-VanHornEly.pdf
1981.10.17,Oct,1981,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,No details,UNKNOWN,09h45,,"M. Vorenberg, GSAF",1981.10.17-NV-Conklin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.17-NV-Conklin.pdf
1981.10.16,Oct,1981,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,Puncture wounds to left foot,N,,,"The Bulletin, 10/19/1981",1981.10.16-Keifling.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.16-Keifling.pdf
1981.10.01,Oct,1981,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,Laceration to right leg,N,,6' shark,"St. Petersburg Times, 10/3/1981",1981.10.01-Armstrong.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.10.01-Armstrong.pdf
1981.09.28,Sep,1981,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,5 puncture marks to hip,N,18h00,,"St. Petersburg Times, 10/1/1981",1981.09.28-Wing.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.28-Wing.pdf
1981.09.27,Sep,1981,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,Lacerations to right hand,N,,,"Sarasota Herald-Tribune, 9/29/1981",1981.09.27-Smodell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.27-Smodell.pdf
1981.09.15,Sep,1981,Unprovoked,USA,Florida,"Tampa Bay, Manatee County",Swimming,"FATAL, right calf bitten",Y,P.M.,Said to involve a tiger shark or a hammerhead shark,"S. Pelham, M.D.; NY Times, 9/21/1981, p.18, col.1; E. Pace, FSAF",1981.09.15-Meeker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.15-Meeker.pdf
1981.09.03.b,Sep,1981,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,Lacerations to 2 fingers of left hand,N,12h00,,"St Petersburg Times, 9/5/1981",1981.09.03.b-Corrack.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.03.b-Corrack.pdf
1981.09.03.a,Sep,1981,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,Laceration to foot,N,Morning,,"St Petersburg Times, 9/5/1981",1981.09.03.a-Christie.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.09.03.a-Christie.pdf
1981.08.29,Aug,1981,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Laceration to left ankle,N,,6' shark,"Pacific Stars and Stripes, 8/31/1981",1981.08.29-Drosdick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.08.29-Drosdick.pdf
