date,month,year,type,country,activity,sex,age,fatal (y/n)
25-Aug-73,aug,1973,Unprovoked,AUSTRALIA,Surfing,M,16,N
16-Aug-73,aug,1973,Unprovoked,USA,Crabbing (spearing crabs),M,17,N
13-Jun-73,jun,1973,Unprovoked,HONG KONG,Freedom Swimming,M,,N
04-Apr-73,apr,1973,Unprovoked,MEXICO,Wading,M,45,Y
26-Mar-73,mar,1973,Unprovoked,AUSTRALIA,,M,,N
05-Mar-73,mar,1973,Unprovoked,MOZAMBIQUE,Spearfishing,M,28,Y
27-Feb-73,feb,1973,Unprovoked,MEXICO,Swimming,,57,Y
21-Jan-73,jan,1973,Provoked,SOUTH AFRICA,Fishing from paddleski,M,,N
09-Jan-73,jan,1973,Unprovoked,USA,Surfing,M,,N
31-Dec-72,dec,1972,Unprovoked,SOUTH AFRICA,Treading water,M,29,N
26-Dec-72,dec,1972,Unprovoked,MOZAMBIQUE,Swimming,M,25,N
25-Dec-72,dec,1972,Unprovoked,MEXICO,Body surfing,M,17,Y
24-Dec-72,dec,1972,Unprovoked,SOUTH AFRICA,Swimming,M,,N
21-Dec-72,dec,1972,Unprovoked,AUSTRALIA,,M,,N
08-Dec-72,dec,1972,Provoked,AUSTRALIA,,,24,N
01-Dec-72,dec,1972,Unprovoked,REUNION,Spearfishing,,,Y
21-Oct-72,oct,1972,Unprovoked,AUSTRALIA,Spearfishing,M,24,N
21-Oct-72,oct,1972,Unprovoked,AUSTRALIA,Surfing,M,19,N
14-Oct-72,oct,1972,Unprovoked,USA,Scuba diving,M,,Y
14-Oct-72,oct,1972,Unprovoked,USA,Surfing,M,17,N
Reported 10-Oct-1972,oct,1972,Unprovoked,NEW ZEALAND,Swimming,M,17,N
09-Sep-72,sep,1972,Unprovoked,USA,Surfing,M,,N
04-Sep-72,sep,1972,Invalid,MOZAMBIQUE,Swimming,F,20,N
29-Aug-72,aug,1972,Unprovoked,USA,Surfing,M,15,N
17-Aug-72,aug,1972,Unprovoked,USA,Spearfishing,M,,N
08-Aug-72,aug,1972,Unprovoked,AUSTRALIA,Diving for abalone,M,45,N
05-Jul-72,jul,1972,Invalid,USA,Diving,,,N
Reported 26-Jun-1972,jun,1972,Unprovoked,AUSTRALIA,,M,,Y
Reported 26-Jun-1972,jun,1972,Unprovoked,AUSTRALIA,,M,,Y
10-Jun-72,jun,1972,Unprovoked,USA,Surfing,M,22,N
28-May-72,may,1972,Unprovoked,USA,Free diving for abalone,M,32,N
06-May-72,may,1972,Unprovoked,FRENCH POLYNESIA,Spearfishing,M,27,N
16-Apr-72,apr,1972,Unprovoked,WESTERN SAMOA,Swimming,M,25,Y
01-Apr-72,apr,1972,Unprovoked,AUSTRALIA,,F,,N
01-Apr-72,apr,1972,Unprovoked,MOZAMBIQUE,Swimming,M,19,Y
21-Mar-72,mar,1972,Provoked,PACIFIC OCEAN ,Fishing,M,33,N
16-Mar-72,mar,1972,Unprovoked,USA,Spearfishing,M,,N
20-Feb-72,feb,1972,Unprovoked,AUSTRALIA,Surfing,M,18,N
12-Feb-72,feb,1972,Unprovoked,AUSTRALIA,,,,N
01-Jan-72,jan,1972,Unprovoked,SOUTH AFRICA,Swimming,M,20,Y
01-Jan-71,jan,1972,Unprovoked,SOUTH AFRICA,Sitting in shallows,F,30,N
01-Jan-71,jan,1972,Unprovoked,MOZAMBIQUE,Standing,M,24,N
23-Dec-71,dec,1971,Unprovoked,AUSTRALIA,,,22,N
16-Dec-71,dec,1971,Unprovoked,SOUTH AFRICA,Swimming,F,16,N
05-Dec-71,dec,1971,Unprovoked,AUSTRALIA,,M,20,Y
Reported 25-Nov-1971,nov,1971,Unprovoked,HONG KONG,Freedom Swimming,M,20,N
27-Oct-71,oct,1971,Provoked,AUSTRALIA,,,20,N
23-Oct-71,oct,1971,Unprovoked,USA,Surfing,M,18,N
14-Oct-71,oct,1971,Unprovoked,SOUTH AFRICA,Swimming,M,25,N
02-Oct-71,oct,1971,Unprovoked,USA,Scuba diving,M,30,N
25-Sep-71,sep,1971,Unprovoked,USA,Surfing,,17,N
07-Sep-71,sep,1971,Unprovoked,CROATIA,Swimming,M,34,Y
05-Sep-71,sep,1971,Unprovoked,AUSTRALIA,Fishing,M,51,Y
21-Aug-71,aug,1971,Provoked,AUSTRALIA,Scuba diving & feeding fish,M,26,N
26-Jul-71,jul,1971,Unprovoked,USA,Wading,M,8,N
19-Jul-71,jul,1971,Unprovoked,USA,Hookah diving (submerged),M,,N
30-Jun-71,jun,1971,Unprovoked,SOUTH AFRICA,Surfing,M,21,N
01-Jun-71,jun,1971,Unprovoked,BRITISH ISLES,Scuba diving,M,32,N
Reported 16-Apr-1971,apr,1971,Unprovoked,KENYA,Swimming,M,16,N
11-Apr-71,apr,1971,Unprovoked,SOUTH AFRICA,Swimming,M,>50,Y
06-Apr-71,apr,1971,Unprovoked,MEXICO,Surfing,M,19,Y
05-Apr-71,apr,1971,Unprovoked,VENEZUELA,,M,14,Y
05-Apr-71,apr,1971,Unprovoked,VENEZUELA,,M,66,Y
30-Mar-71,mar,1971,Unprovoked,NEW ZEALAND,Surfing,M,16,N
02-Jan-71,jan,1971,Unprovoked,AUSTRALIA,Swimming,M,,N
17-Dec-70,dec,1970,Unprovoked,MOZAMBIQUE,Fishing for prawns,M,18,Y
13-Dec-70,dec,1970,Unprovoked,MOZAMBIQUE,Fishing for prawns,M,18 to 22,Y
07-Dec-70,dec,1970,Unprovoked,MICRONESIA,Fishing,M,,N
03-Dec-70,dec,1970,Sea Disaster,USA,Shipwreck,M,41,N
24-Oct-70,oct,1970,Unprovoked,USA,Body surfing,M,,N
28-Sep-70,sep,1970,Unprovoked,MICRONESIA,Diving,M,43,N
13-Sep-70,sep,1970,Provoked,PALAU,Spearfishing,M,20,N
05-Sep-70,sep,1970,Unprovoked,USA,Floating on a raft,M,18,N
02-Sep-70,sep,1970,Provoked,AUSTRALIA,,M,20,N
02-Aug-70,aug,1970,Invalid,,Sea Disaster Sinking of ferryboat Christina,,,Y
05-Jul-70,jul,1970,Unprovoked,,,M,,N
22-Jun-70,jun,1970,Provoked,USA,Fishing,M,13,N
15-Jun-70,jun,1970,Provoked,SOUTH AFRICA,Scuba Diving,M,25,N
13-Jun-70,jun,1970,Unprovoked,GRENADA,Wading,M,16,Y
13-Jun-70,jun,1970,Unprovoked,GRENADA,Wading,M,18,Y
04-Apr-70,apr,1970,Unprovoked,GRENADA,Swimming,M,14,Y
31-Mar-70,mar,1970,Invalid,USA,Body surfing,M,,Y
23-Mar-70,mar,1970,Unprovoked,USA,Wading,M,19,N
05-Feb-70,feb,1970,Unprovoked,,Wading,F,8,N
23-Jan-70,jan,1970,Unprovoked,MOZAMBIQUE,Swimming,M,14,N
23-Jan-70,jan,1970,Unprovoked,MOZAMBIQUE,Swimming,M,16,N
23-Jan-70,jan,1970,Unprovoked,MOZAMBIQUE,Swimming,M,12,N
23-Jan-70,jan,1970,Unprovoked,MOZAMBIQUE,Swimming,M,10,N
    16-Jan-1970,jan,1970,Sea Disaster,EGYPT,Air disaster,M,,Y
10-Jan-70,jan,1970,Unprovoked,MEXICO,Swimming,M,22,N
Reported 09-Jan-1970,jan,1970,Unprovoked,ENGLAND,Attempted to return injured shark to the sea,M,,N
30-Nov-69,nov,1969,Unprovoked,AUSTRALIA,Swimming,M,15,N
11-Nov-69,nov,1969,Unprovoked,USA,Scuba diving for lobsters,M,,N
05-Nov-69,nov,1969,Provoked,AUSTRALIA,,M,27,N
14-Oct-69,oct,1969,Unprovoked,USA,Diving,M,,N
06-Sep-69,sep,1969,Unprovoked,USA,Free diving for abalone,M,53,N
29-Aug-69,aug,1969,Unprovoked,USA,Floating on his back,M,,N
22-Aug-69,aug,1969,Provoked,USA,Fishing,M,28,N
02-Aug-69,aug,1969,Unprovoked,USA,Surfing,M,15,N
02-Aug-69,aug,1969,Unprovoked,USA,Body surfing,M,13,N
27-Jul-69,jul,1969,Provoked,ENGLAND,,M,,N
22-Jul-69,jul,1969,Provoked,USA,,M,13,N
20-Jul-69,jul,1969,Unprovoked,USA,Freediving for abalone (at surface),M,,N
27-Jun-69,jun,1969,Unprovoked,USA,Wading,M,22,
12-Jun-69,jun,1969,Unprovoked,JAMAICA,Diving,M,27,N
25-May-69,may,1969,Provoked,USA,Surf-fishing,M,,N
24-May-69,may,1969,Provoked,USA,Diving,M,23,N
22-May-69,may,1969,Unprovoked,DOMINICAN REPUBLIC,Surfing,M,18,
14-May-69,may,1969,Unprovoked,AUSTRALIA,,,,N
22-Apr-69,apr,1969,Invalid,AUSTRALIA,Netting pilchards,M,,N
19-Aug-69,aug,1969,Provoked,USA,Fishing,M,adult,N
25-Mar-69,mar,1969,Provoked,AUSTRALIA,,M,65,N
09-Mar-69,mar,1969,Unprovoked,USA,Surfing,M,16,N
Reported 17-Feb-1969,feb,1969,Provoked,AUSTRALIA,Fishing,M,49,N
27-Jan-69,jan,1969,Unprovoked,AUSTRALIA,Freediving,M,21,N
29-Dec-68,dec,1968,Invalid,SOUTH AFRICA,Freediving,M,,N
26-Dec-68,dec,1968,Provoked,AUSTRALIA,Feeding mullet to sharks,M,27,N
25-Dec-68,dec,1968,Unprovoked,NEW ZEALAND,Surfing,M,17,N
09-Dec-68,dec,1968,Unprovoked,AUSTRALIA,,M,,N
02-Dec-68,dec,1968,Unprovoked,SOUTH AFRICA,Spearfishing,M,28,N
06-Nov-68,nov,1968,Boat,SOUTH AFRICA,Fishing,M,22,N
02-Nov-68,nov,1968,Provoked,AUSTRALIA,,M,16,N
29-Oct-68,oct,1968,Provoked,BAHAMAS,,M,,N
13-Oct-68,oct,1968,Unprovoked,USA,Spearfishing using Scuba,M,,N
10-Oct-68,oct,1968,Sea Disaster,PHILIPPINES,Sinking of the ferryboat Dumaguete ,,,N
22-Sep-68,sep,1968,Invalid,USA,Surfing,,,
15-Sep-68,sep,1968,Unprovoked,NEW ZEALAND,Spearfishing,M,24,Y
24-Aug-68,aug,1968,Unprovoked,USA,Playing with a frisbee in the shallows,,9 & 12,N
21-Aug-68,aug,1968,Unprovoked,USA,Standing,M,15,N
13-Aug-68,aug,1968,Unprovoked,FRENCH POLYNESIA,Swimming,M,12,N
11-Aug-68,aug,1968,Unprovoked,MALAYSIA,Leaving the water,,41,N
08-Aug-68,aug,1968,Unprovoked,COLUMBIA,Dynamite fishing,M,18,N
27-Jul-68,jul,1968,Unprovoked,USA,Free diving,M,25,N
23-Jul-68,jul,1968,Unprovoked,USA,Wading,M,33,N
16-Jul-68,jul,1968,Unprovoked,USA,Spearfishing using Scuba,M,33,N
10-Jul-68,jul,1968,Unprovoked,BAHAMAS,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,,Y
25-Jun-68,jun,1968,Unprovoked,BAHAMAS,Spearfishing,M,17,N
09-Jun-68,jun,1968,Unprovoked,USA,Clamming,M,17,N
18-May-68,may,1968,Invalid,TANZANIA,Schooner sank during a storm,,,Y
29-Apr-68,apr,1968,Invalid,USA,Wading,M,63,N
20-Apr-68,apr,1968,Unprovoked,USA,,M,10,N
15-Apr-68,apr,1968,Unprovoked,AUSTRALIA,"Diving. Shark �swallowed� his hand, so he threw his other around the shark and went �shark-back riding� for 30 yards until the shark opened its jaws",M,21,N
Reported 11-Apr-1968,apr,1968,Unprovoked,PAPUA NEW GUINEA,Swimming,M,7,Y
07-Apr-68,apr,1968,Provoked,AUSTRALIA,,M,47,N
25-Mar-68,mar,1968,Unprovoked,SOUTH AFRICA,Wading & pushing dinghy toward  the shallows,M,35,N
10-Mar-68,mar,1968,Unprovoked,USA,Surfing,M,20,N
26-Feb-68,feb,1968,Unprovoked,USA,Surfing,M,17,N
20-Feb-68,feb,1968,Unprovoked,AUSTRALIA,Swimming,F,14,N
18-Feb-68,feb,1968,Provoked,NEW ZEALAND,Picking up shark by the tail,F,,N
04-Feb-68,feb,1968,Unprovoked,AUSTRALIA,Spearfishing,M,26,N
02-Feb-68,feb,1968,Unprovoked,AUSTRALIA,,,,N
17-Jan-68,jan,1968,Unprovoked,PAPUA NEW GUINEA,Swimming,,13,Y
30-Dec-67,dec,1967,Unprovoked,SOUTH AFRICA,Surfing,M,22,N
Reported 21-Dec-1967,dec,1967,Invalid,PAPUA NEW GUINEA,Spearfishing,M,32,N
18-Dec-67,dec,1967,Unprovoked,FIJI,,M,27,N
17-Dec-67,dec,1967,Unprovoked,AUSTRALIA,Swimming,M,59,Y
14-Dec-67,dec,1967,Provoked,USA,,M,,N
30-Nov-67,nov,1967,Provoked,AUSTRALIA,Freediving,M,15,N
30-Nov-67,nov,1967,Unprovoked,AUSTRALIA,,M,18,N
15-Nov-67,nov,1967,Provoked,FIJI,Freediving,M,21,N
04-Nov-67,nov,1967,Sea Disaster,PHILIPPINES,Sinking of the M/V Mindoro during a typhoon,,,Y
Reported 26-Oct-1967,oct,1967,Unprovoked,MEXICO,Swimming,,,Y
17-Oct-67,oct,1967,Unprovoked,USA,Standing on sandbar,M,19,N
20-Sep-67,sep,1967,Invalid,USA,Boat capsized between O'ahu & Molokai,M,,Y
13-Sep-67,sep,1967,Provoked,ITALY,Scuba diving,M,21,
07-Sep-67,sep,1967,Provoked,PAPUA NEW GUINEA,Diving,,,
07-Sep-67,sep,1967,Unprovoked,USA,Spearfishing,,,N
06-Sep-67,sep,1967,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,,Y
01-Sep-67,sep,1967,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,23,Y
27-Aug-67,aug,1967,Provoked,USA,Pulling shark from the water,M,24,N
26-Aug-67,aug,1967,Unprovoked,JAPAN,,M,19,Y
25-Aug-67,aug,1967,Unprovoked,ITALY,Spearfishing on Scuba,M,,N
19-Aug-67,aug,1967,Unprovoked,AUSTRALIA,"Spearfishing, dived to pick up a float line",M,23,Y
15-Aug-67,aug,1967,Unprovoked,BERMUDA,Floating,F,19,N
Reported 14-Aug-1967,aug,1967,Unprovoked,COLUMBIA,,M,,N
10-Aug-67,aug,1967,Invalid,AUSTRALIA,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,? & 19,Y
07-Aug-67,aug,1967,Unprovoked,USA,Spearfishing,M,15,N
29-Jul-67,jul,1967,Unprovoked,USA,Snorkeling,M,20,N
05-Jul-67,jul,1967,Unprovoked,TURKEY,Spearfishing,M,36,Y
13-Jun-67,jun,1967,Provoked,USA,Spearfishing,M,26,N
13 or 30-May-1967,may,1967,Provoked,AUSTRALIA,,M,30,N
09-May-67,may,1967,Provoked,AUSTRALIA,Feeding a shark,M,22,N
20-Mar-67,mar,1967,Provoked,NEW ZEALAND,Freediving,M,21,N
19-Mar-67,mar,1967,Unprovoked,SOUTH AFRICA,Spearfishing,M,32,N
12-Mar-67,mar,1967,Provoked,AUSTRALIA,Spearfishing,M,36,N
10-Mar-67,mar,1967,Invalid,AUSTRALIA,Vehicle plunged over cliff into the water,,,Y
09-Mar-67,mar,1967,Unprovoked,NEW ZEALAND,Lifesaving drill,M,21,Y
01-Mar-67,mar,1967,Unprovoked,PAPUA NEW GUINEA,,M,14,N
06-Feb-67,feb,1967,Sea Disaster,MEXICO,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,,Y
27-Jan-67,jan,1967,Boat,SOUTH AFRICA,Fishing for rock lobster,,,N
22-Jan-67,jan,1967,Provoked,SOUTH AFRICA,Spearfishing Competition,M,,N
21-Jan-67,jan,1967,Unprovoked,MOZAMBIQUE,Swimming in the channel,M,31,N
06-Jan-67,jan,1967,Provoked,AUSTRALIA,Splashing,M,15,N
31-Dec-66,dec,1966,Unprovoked,AUSTRALIA,Fishing,M,30,N
27-Dec-66,dec,1966,Provoked,AUSTRALIA,Spearfishing,M,29,N
27-Dec-66,dec,1966,Unprovoked,AUSTRALIA,Spearfishing,M,19,N
26-Dec-66,dec,1966,Unprovoked,SINGAPORE,Wading,M,39,N
26-Dec-66,dec,1966,Unprovoked,AUSTRALIA,Spearfishing,M,29,N
14-Nov-66,nov,1966,Unprovoked,THAILAND,,,28,
30-Oct-66,oct,1966,Unprovoked,PAPUA NEW GUINEA,Swimming,F,13,Y
19-Oct-66,oct,1966,Unprovoked,PAPUA NEW GUINEA,Bathing,F,8,Y
27-Sep-66,sep,1966,Unprovoked,AUSTRALIA,"Free diving, carrying speargun",M,32,N
19-Sep-66,sep,1966,Provoked,USA,Fishing,M,20,N
18-Sep-66,sep,1966,Invalid,AUSTRALIA,Spearfishing,M,,N
13-Sep-66,sep,1966,Provoked,AUSTRALIA,Spearfishing,M,,
10-Sep-66,sep,1966,Unprovoked,AUSTRALIA,Spearfishing,M,43,N
08-Sep-66,sep,1966,Provoked,USA,Hunting crayfish ,M,14,N
28-Aug-66,aug,1966,Boat,AUSTRALIA,,M,,N
27-Aug-66,aug,1966,Invalid,SOUTH AFRICA,Netting sharks,M,,N
27-Aug-66,aug,1966,Unprovoked,BAHAMAS,Snorkeling,F,18,N
23-Aug-66,aug,1966,Unprovoked,NEW BRITAIN,Swimming,F,13,Y
23-Aug-66,aug,1966,Unprovoked,NEW BRITAIN,Diving into water,F,9,Y
16-Aug-66,aug,1966,Unprovoked,CROATIA,Swimming,M,33,Y
14-Aug-66,aug,1966,Unprovoked,TAIWAN,Lobster diving using Scuba,M,,N
13-Aug-66,aug,1966,Unprovoked,ITALY,Attacked shark with fists,M,21,N
31-Jul-66,jul,1966,Unprovoked,USA,Diving for sand dollars,M,16,N
19-Jul-66,jul,1966,Provoked,USA,Killing a shark,M,34,N
17-Jul-66,jul,1966,Unprovoked,USA,Fishing,M,14,N
17-Jul-66,jul,1966,Unprovoked,TAIWAN,Swimming,M,20,Y
14-Jul-66,jul,1966,Unprovoked,PAPUA NEW GUINEA,Swimming,F,25,Y
03-Jul-66,jul,1966,Invalid,USA,Free diving,M,46,N
02-Jul-66,jul,1966,Boat,CARIBBEAN SEA,,,,N
22-Jun-66,jun,1966,Provoked,USA,Clamming,M,15,N
11-Jun-66,jun,1966,Provoked,USA,Fishing,M,18,N
04-Jun-66,jun,1966,Unprovoked,USA,Swimming,M,18,N
02-Jun-66,jun,1966,Provoked,FRENCH POLYNESIA,Fishing,M,,N
20-May-66,may,1966,Sea Disaster,AUSTRALIA,Sinking of the dredge World Atlas,M,40,Y
20-May-66,may,1966,Unprovoked,AUSTRALIA,Fishing,M,,N
20-May-66,may,1966,Sea Disaster,AUSTRALIA,Shipwreck,M,38,Y
16-May-66,may,1966,Invalid,USA,Spearfishing / Scuba diving,M,24,N
16-May-66,may,1966,Sea Disaster,PHILIPPINES,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,Y
08-Apr-66,apr,1966,Unprovoked,USA,Swimming,M,25,N
20-Mar-66,mar,1966,Provoked,AUSTRALIA,Fishing (big game),,,N
14-Mar-66,mar,1966,Sea Disaster,SUDAN,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,,Y
27-Feb-66,feb,1966,Unprovoked,AUSTRALIA,Treading water,M,13,N
29-Jan-66,jan,1966,Provoked,SOUTH AFRICA,Helping men land a shark,M,33,N
25-Jan-66,jan,1966,Sea Disaster,INDONESIA,wreck of the State Oil Company ship Permina,,,Y
22-Jan-66,jan,1966,Unprovoked,USA,Free diving / spearfishing (resting on the surface),M,29,N
15-Jan-66,jan,1966,Unprovoked,AUSTRALIA,Spearfishing,M,30,N
14-Jan-66,jan,1966,Sea Disaster,COLUMBIA,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,,Y
11-Jan-66,jan,1966,Unprovoked,SOUTH AFRICA,Standing,M,16,N
10-Jan-66,jan,1966,Unprovoked,AUSTRALIA,Jumped into the water,M,43,N
09-Jan-66,jan,1966,Unprovoked,SOUTH AFRICA,Body surfing,M,15,N
08-Jan-66,jan,1966,Unprovoked,NEW ZEALAND,Body surfing ,F,15,Y
05-Jan-66,jan,1966,Unprovoked,USA,Swimming,M,35,N
28-Dec-65,dec,1965,Unprovoked,AUSTRALIA,"Spearfishing, but standing in knee-deep water",M,40,N
19-Dec-65,dec,1965,Unprovoked,JOHNSTON ISLAND,Freediving,M,,N
10-Dec-65,dec,1965,Boat,AUSTRALIA,Fishing,,,N
21-Nov-65,nov,1965,Provoked,AUSTRALIA,Fishing from 34' boat when pulled overboard by hooked shark,M,43,Y
21-Nov-65,nov,1965,Unprovoked,PACIFIC OCEAN ,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,N
03-Nov-65,nov,1965,Invalid,PANAMA,Argentine Air Force C-54,,,Y
03-Nov-65,nov,1965,Unprovoked,AUSTRALIA,Surfing,M,24,N
21-Oct-65,oct,1965,Unprovoked,,The boat Caribou II sank,M,39,N
16-Oct-65,oct,1965,Unprovoked,BAHAMAS,Sunbathing on beach when he saw child being attacked by the shark,M,32,N
16-Oct-65,oct,1965,Unprovoked,BAHAMAS,Playing in the water,F,,Y
10-Oct-65,oct,1965,Unprovoked,NEW BRITAIN,"Spearfishing, shot a turtle",M,15,Y
21-Sep-65,sep,1965,Provoked,PAPUA NEW GUINEA,Spearing fish,M,,N
12-Sep-65,sep,1965,Provoked,PAPUA NEW GUINEA,Fishing (rod & line),M,,N
08-Sep-65,sep,1965,Unprovoked,MEXICO,,M,23,N
30-Aug-65,aug,1965,Invalid,PHILIPPINES,"Arsinoe, a French tanker",M,,Y
26-Aug-65,aug,1965,Unprovoked,USA,Swimming,M,15,N
30-Jul-64,jul,1965,Provoked,BAHAMAS,Attempting to anesthetize shark,M,,N
26-Jul-65,jul,1965,Unprovoked,MEXICO,Bathing,M,25,Y
Reported 02-Jul-1965,jul,1965,Boat,BERMUDA,,,,N
19-Jun-65,jun,1965,Invalid,USA,Wading,M,6,N
18-Jun-65,jun,1965,Invalid,USA,"Diving, retrieving film package from Titan 3C rocket",M,,N
09-Jun-65,jun,1965,Unprovoked,MEXICO,Swimming,M,38,N
29-May-65,may,1965,Unprovoked,MEXICO,Swimming,M,,Y
28-May-65,may,1965,Unprovoked,MEXICO,Swimming,M,,Y
May-Jun-1965,jun,1965,Unprovoked,EGYPT,Standing,M,,N
29-Apr-65,apr,1965,Unprovoked,USA,,M,49,N
25-Apr-65,apr,1965,Invalid,USA,Surfing,M,19,Y
10-Apr-65,apr,1965,Unprovoked,USA,Spearfishing,M,28,N
04-Apr-65,apr,1965,Unprovoked,PALAU,Walking on reef,M,8,N
04-Apr-65,apr,1965,Unprovoked,USA,Paddling on surfboard,M,17,N
23-Mar-65,mar,1965,Invalid,USA,Aircraft exploded,M,,N
14-Mar-65,mar,1965,Unprovoked,USA,Free diving,M,16,N
14-Feb-65,feb,1965,Unprovoked,SOUTH AFRICA,Treading water,M,25,N
04-Feb-65,feb,1965,Unprovoked,USA,Scuba diving,M,18,N
25-Jan-65,jan,1965,Invalid,USA,Motor boat Rebel Belle lost,M,21,Y
23-Jan-65,jan,1965,Unprovoked,SOUTH AFRICA,Paddling rescue ski,M,22,N
16-Jan-65,jan,1965,Unprovoked,SOUTH AFRICA,Body surfing,M,20,N
10-Jan-65,jan,1965,Unprovoked,AUSTRALIA,Swimming,M,,N
09-Jan-65,jan,1965,Unprovoked,NEW GUINEA,Free diving,M,30,Y
May-Jun-1965,jun,1965,Unprovoked,RED SEA,Standing in waist-deep water,M,,N
May-Jun-1965,jun,1965,Unprovoked,EGYPT,"Spearfishing, but standing in the water",M,25 to 35,N
25-Dec-64,dec,1964,Unprovoked,SOUTH AFRICA,Swimming,M,19,N
10-Dec-64,dec,1964,Unprovoked,PAPUA NEW GUINEA,,M,,N
10-Dec-64,dec,1964,Boat,AUSTRALIA,Fishing,,,N
09-Dec-64,dec,1964,Unprovoked,PAPUA NEW GUINEA,"Canoe swamped, swimming back to canoe",M,28,N
06-Dec-64,dec,1964,Unprovoked,KENYA,Fishing with hand line tied to wrist & was pulled into the water,M,10,Y
29-Nov-64,nov,1964,Unprovoked,AUSTRALIA,Free diving with seals,M,25,N
18-Nov-64,nov,1964,Unprovoked,AUSTRALIA,Swimming out to rescue swimmers in difficulty,M,29,Y
13-Nov-64,nov,1964,Provoked,AUSTRALIA,"Filming underwater, carrying powerhead",M,25,N
05-Nov-64,nov,1964,Boat,USA,Longline fishing,,,N
31-Oct-64,oct,1964,Provoked,SOUTH AFRICA,Surf fishing,M,,N
25-Oct-64,oct,1964,Invalid,USA,Boat Miss Becky  sank 12 miles from shore,,,N
04-Oct-64,oct,1964,Unprovoked,AUSTRALIA,"Surfing, but swimming to his board",M,19,N
27-Sep-64,sep,1964,Invalid,,Spearfishing,M,24,
20-Sep-64,sep,1964,Unprovoked,TAIWAN,Swimming,M,32,Y
07-Sep-64,sep,1964,Unprovoked,TAIWAN,Swimming,M,20,N
26-Aug-64,aug,1964,Unprovoked,USA,Swimming,M,14,N
23-Aug-64,aug,1964,Unprovoked,MEXICO,Floating on his back in an inner tube,M,19,N
22-Aug-64,aug,1964,Invalid,USA,Spearfishing / free diving,M,18,N
21-Aug-64,aug,1964,Unprovoked,USA,Swimming,M,,N
08-Aug-64,aug,1964,Unprovoked,USA,Spearfishing using scuba,M,28,N
03-Aug-64,aug,1964,Unprovoked,JAPAN,Swimming,M,12,N
27-Jul-64,jul,1964,Provoked,USA,,M,22,N
16-Jul-64,jul,1964,Unprovoked,SOUTH AFRICA,Searching for remains of  Dr. Marais,M,30,N
15-Jul-64,jul,1964,Invalid,USA,"Yacht Gooney Bird foundered, 4 survivors on raft",,,N
08-Jul-64,jul,1964,Invalid,SOUTH AFRICA,Spearfishing ,M,52,Y
08-Jul-64,jul,1964,Provoked,USA,Tagging sharks,M,,N
29-Jun-64,jun,1964,Sea Disaster,BERMUDA,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),,,Y
28-Jun-64,jun,1964,Invalid,USA,Attempting to swim across the Atlantic Ocean,F,29,Y
24-Jun-64,jun,1964,Boat,USA,Fishing,,,N
17-Jun-64,jun,1964,Boat,PAPUA NEW GUINEA,Fishing,M,,N
23-Jun-64,jun,1964,Unprovoked,FIJI,Spearfishing,M,23,N
02-Jun-64,jun,1964,Invalid,SOUTH AFRICA,Swimming,M,40,Y
30-May-64,may,1964,Unprovoked,PANAMA,Standing,M,47,N
08-May-64,may,1964,Unprovoked,FIJI,Spearfishing,M,35,Y
07-Apr-64,apr,1964,Unprovoked,PAPUA NEW GUINEA,Fishing,M,,Y
28-Mar-64,mar,1964,Unprovoked,AUSTRALIA,Surfing,M,19,N
28-Mar-64,mar,1964,Sea Disaster,PAPUA NEW GUINEA,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,32,Y
05-Mar-64,mar,1964,Unprovoked,USA,Skin diving ,M,38,N
Reported 17-Feb-1964,feb,1964,Provoked,FIJI,Fishing,,,N
14-Feb-64,feb,1964,Unprovoked,NEW CALEDONIA,Diving for trochus shell,M,15,Y
14-Feb-64,feb,1964,Unprovoked,FIJI,Spearfishing,M,17,Y
11-Feb-64,feb,1964,Unprovoked,NEW ZEALAND,preparing to go skin diving,M,,N
10-Feb-64,feb,1964,Unprovoked,NEW ZEALAND,Spearfishing,M,26,N
08-Feb-54,feb,1964,Unprovoked,SOUTH AFRICA,Body boarding,M,25,N
05-Feb-64,feb,1964,Unprovoked,NEW ZEALAND,Lying in 2 feet of water,M,,N
05-Feb-64,feb,1964,Unprovoked,NEW ZEALAND,Swimming,M,19,Y
02-Feb-64,feb,1964,Invalid,AUSTRALIA,Swimming,M,23,Y
01-Feb-64,feb,1964,Boat,NEW ZEALAND,Rowing,,,N
27-Jan-64,jan,1964,Unprovoked,FIJI,Spearfishing,,,Y
23-Jan-64,jan,1964,Unprovoked,SOUTH AFRICA,Body surfing,M,39,N
